player_name,user_memo,analysis_memo,source_url
Cr7,,,https://tenhou.net/0/?log=2026052023gm-00a9-0000-7ed76616&tw=1
あかりろん,,,https://tenhou.net/0/?log=2026051715gm-00a9-0000-92e1941f&tw=0
えりんぼぱぱ,,,https://tenhou.net/0/?log=2026051501gm-00a9-0000-59ec5a74&tw=3
koronron,,,
アンディ3,,,
AOWU,,,
MOMOGURA,,,
【メタラー】,,,
あすあす3,"七段三段目ダマ
リーチ率低めよね",,https://tenhou.net/0/?log=2026051612gm-00a9-0000-73168b61&tw=1
アリアンロード,"八段ワンチャンス9pドラぬるかったな　8p切りリーチに
親満貫両面ダマ！染ケアに対し別色で二段目終盤",,https://tenhou.net/0/?log=2026051502gm-00a9-0000-80441f06&tw=0
ふーいん,,,https://tenhou.net/0/?log=2026051512gm-00a9-0000-bd8669ed&tw=3
suzusinn,,,https://tenhou.net/0/?log=2026051521gm-00a9-0000-48c8fab5&tw=0
Monascus,,,
こず,,,https://tenhou.net/0/?log=2026051419gm-00a9-0000-5b1e8b91&tw=3
軽量鉄骨,,,
メタルはまっち☆,,,
沼袋亭野方,,,
しんじょ,,,
yf05,,,
MACOTO,,,
おがこーさん,,,
renji83,,,
八島唯,,,
-愛宕絹恵-,七段南場クソダマあり！リーチならトップ狙えるが,,
ひぐち,,,
白蛇のナーガ,,,
Fatberg,,,https://tenhou.net/0/?log=2026052115gm-00a9-0000-0ca21efc&tw=3
はしもとかんにゃ,,,
赤林しげる,,,
とぅももも,,,
結局は薬局,七段早い3～7リーチ間7sだった,,
kokou,,,
みかあん,,,
お芋屋さん,,,https://tenhou.net/0/?log=2026051923gm-00a9-0000-a8ee2dd6&tw=2
遥かな火星へ,,,
アジーン,,,
noken,七段両面クソダマ。ラス回避強く見る,,
オフショアガール,,,
J0ker,,,https://tenhou.net/0/?log=2026051318gm-00a9-0000-14aca989&tw=0
エルタンケ打て！,,,
TOKJO通信,七段怒りの一発放銃タイプ。鳴きまくって降りられない,,
Horiboy,,,
プーリーくん,,,
1ta,"七段ドラ単チートイクソダマ東3
ひより麻雀
さらにクソダマまあまあ",,
はるか！春を呼ぶ,,,
光の旋律,,,
川瀬智子,,,https://tenhou.net/0/?log=2026051318gm-00a9-0000-14aca989&tw=0
牌流定石最高,,,https://tenhou.net/0/?log=2026051318gm-00a9-0000-14aca989&tw=0
settei,,,https://tenhou.net/0/?log=2026051319gm-00a9-0000-b5889049&tw=0
しゅーくりーム,,,https://tenhou.net/0/?log=2026051413gm-00a9-0000-12b85f50&tw=2
リュウパパ,七段先切り愚形ひっかけあったぞ,,https://tenhou.net/0/?log=2026051413gm-00a9-0000-12b85f50&tw=2
こだわりパジャマ,,,https://tenhou.net/0/?log=2026051413gm-00a9-0000-12b85f50&tw=2
まとた,,,https://tenhou.net/0/?log=2026051414gm-00a9-0000-cd718109&tw=3
タマネギ,,,https://tenhou.net/0/?log=2026051414gm-00a9-0000-cd718109&tw=3
まえた,,,https://tenhou.net/0/?log=2026051414gm-00a9-0000-6e70c528&tw=1
TeraP,,,https://tenhou.net/0/?log=2026051414gm-00a9-0000-6e70c528&tw=1
耕すマシン,,,https://tenhou.net/0/?log=2026051414gm-00a9-0000-6e70c528&tw=1
狭間さん,,,https://tenhou.net/0/?log=2026051419gm-00a9-0000-5b1e8b91&tw=3
香椎侑志,,,https://tenhou.net/0/?log=2026051420gm-00a9-0000-5ff0593d&tw=2
makit123,,,https://tenhou.net/0/?log=2026051420gm-00a9-0000-5ff0593d&tw=2
ATG9,,,https://tenhou.net/0/?log=2026051420gm-00a9-0000-5ff0593d&tw=2
テリー,,,https://tenhou.net/0/?log=2026051501gm-00a9-0000-59ec5a74&tw=3
伊東少輔,,,https://tenhou.net/0/?log=2026051501gm-00a9-0000-59ec5a74&tw=3
お知らせ,,,https://tenhou.net/0/?log=2026051501gm-00a9-0000-5d2de212&tw=0
dcsyhi,,,https://tenhou.net/0/?log=2026051502gm-00a9-0000-80441f06&tw=0
姜,八段わざわざ鳴きで染でなく愚形であたったらしっかりドラ3だった,,https://tenhou.net/0/?log=2026051512gm-00a9-0000-bd8669ed&tw=3
赤美濃まぐろ,,,https://tenhou.net/0/?log=2026051512gm-00a9-0000-bf27d4c7&tw=3
SlowStep,,,https://tenhou.net/0/?log=2026051512gm-00a9-0000-bf27d4c7&tw=3
地味眼鏡きょにう,,,https://tenhou.net/0/?log=2026051512gm-00a9-0000-bf27d4c7&tw=3
たくぞぅ,七段リーチ率低いしクソダマ寄り,,https://tenhou.net/0/?log=2026051517gm-00a9-0000-860ee633&tw=0
こたらぴむ。,,,https://tenhou.net/0/?log=2026051517gm-00a9-0000-860ee633&tw=0
麺屋真島,,,https://tenhou.net/0/?log=2026051517gm-00a9-0000-860ee633&tw=0
爆轟,,,https://tenhou.net/0/?log=2026051518gm-00a9-0000-af4f517e&tw=0
柚那,,,https://tenhou.net/0/?log=2026051518gm-00a9-0000-af4f517e&tw=0
toiro,七段安くて遠めの仕掛けも頑張る。平場で,,https://tenhou.net/0/?log=2026051518gm-00a9-0000-065a93e0&tw=0
Grinsky,七段聴牌料プッシュ。ハイテイ前だった,,https://tenhou.net/0/?log=2026051518gm-00a9-0000-065a93e0&tw=0
迷失星云,,,https://tenhou.net/0/?log=2026051518gm-00a9-0000-065a93e0&tw=0
結果論雀士,,,https://tenhou.net/0/?log=2026051519gm-00a9-0000-ddf4eddb&tw=0
主婦とし子,七段ションパイ役牌孤立結構終盤まで持ってるかも,,https://tenhou.net/0/?log=2026051519gm-00a9-0000-ddf4eddb&tw=0
20030719,,,https://tenhou.net/0/?log=2026051521gm-00a9-0000-48c8fab5&tw=0
新子望,,,https://tenhou.net/0/?log=2026051521gm-00a9-0000-48c8fab5&tw=0
グリン,,,https://tenhou.net/0/?log=2026051522gm-00a9-0000-18ca4473&tw=1
katerina,,,https://tenhou.net/0/?log=2026051523gm-00a9-0000-473fe7c6&tw=3
ぽっけさん,九段2000の鳴き愚形もする。中盤レンジ広め,,https://tenhou.net/0/?log=2026051523gm-00a9-0000-473fe7c6&tw=3
かなしほ,,,https://tenhou.net/0/?log=2026051523gm-00a9-0000-473fe7c6&tw=3
受け入れ重視,,,https://tenhou.net/0/?log=2026051523gm-00a9-0000-f77caf48&tw=0
運で勝つ,,,https://tenhou.net/0/?log=2026051523gm-00a9-0000-f77caf48&tw=0
ぽん吉,,,https://tenhou.net/0/?log=2026051523gm-00a9-0000-f77caf48&tw=0
関注優衣先輩にゃ,,,https://tenhou.net/0/?log=2026051600gm-00a9-0000-e06303e3&tw=3
mmjangki,"七段リーのみ愚形追っかけモギリーペン7
即リー寄り",,https://tenhou.net/0/?log=2026051600gm-00a9-0000-e06303e3&tw=3
ハズレ,,,https://tenhou.net/0/?log=2026051600gm-00a9-0000-e06303e3&tw=3
らぎ姉,,,https://tenhou.net/0/?log=2026051612gm-00a9-0000-73168b61&tw=1
桐崎千棘,,,https://tenhou.net/0/?log=2026051612gm-00a9-0000-73168b61&tw=1
theta=,,,https://tenhou.net/0/?log=2026051612gm-00a9-0000-c4e2d38e&tw=1
赤座あかりEX,,,https://tenhou.net/0/?log=2026051716gm-00a9-0000-094dc356&tw=3
ごろ聖,,,https://tenhou.net/0/?log=2026051716gm-00a9-0000-094dc356&tw=3
りのまる,,,https://tenhou.net/0/?log=2026051716gm-00a9-0000-2d09788d&tw=1
上頭呆,,,https://tenhou.net/0/?log=2026051717gm-00a9-0000-8b48e1e4&tw=1
そして坂本は..,,,https://tenhou.net/0/?log=2026051922gm-00a9-0000-98153bd4&tw=2
桜島麻衣,,,https://tenhou.net/0/?log=2026051922gm-00a9-0000-98153bd4&tw=2
ufo_,,,https://tenhou.net/0/?log=2026051922gm-00a9-0000-ace859bc&tw=0
Navitas,,,https://tenhou.net/0/?log=2026051922gm-00a9-0000-71602384&tw=3
YamaYaa,七段345577からの6とか、かなりレンジ狭い仕掛けを二段目からしてくる！,,https://tenhou.net/0/?log=2026051922gm-00a9-0000-71602384&tw=3
bisiren,,,https://tenhou.net/0/?log=2026051923gm-00a9-0000-a8ee2dd6&tw=2
ハガタカのえじき,,,https://tenhou.net/0/?log=2026052000gm-00a9-0000-c5b6c6bd&tw=3
S.yara,,,https://tenhou.net/0/?log=2026052000gm-00a9-0000-c5b6c6bd&tw=3
Halfs,,,https://tenhou.net/0/?log=2026052000gm-00a9-0000-f0de460f&tw=1
迷わず押せよ,,,https://tenhou.net/0/?log=2026052000gm-00a9-0000-f0de460f&tw=1
mymeloXX,,,https://tenhou.net/0/?log=2026052022gm-00a9-0000-17c85c46&tw=1
rebound,,,https://tenhou.net/0/?log=2026052022gm-00a9-0000-17c85c46&tw=1
きむらさん,,,https://tenhou.net/0/?log=2026052022gm-00a9-0000-17c85c46&tw=1
若葉ともり,,,https://tenhou.net/0/?log=2026052023gm-00a9-0000-7ed76616&tw=1
SJドリブンズ,,,https://tenhou.net/0/?log=2026052023gm-00a9-0000-9917503f&tw=1
ぽん助,,,https://tenhou.net/0/?log=2026052023gm-00a9-0000-9917503f&tw=1
たがやす,,,https://tenhou.net/0/?log=2026052023gm-00a9-0000-9cbf6bc4&tw=3
たかはしぃぃぃ,,,https://tenhou.net/0/?log=2026052115gm-00a9-0000-627a47cd&tw=0
ミッチー39,,,https://tenhou.net/0/?log=2026052115gm-00a9-0000-627a47cd&tw=0
皮神ddd,,,https://tenhou.net/0/?log=2026052115gm-00a9-0000-0ca21efc&tw=3
たまもやん,,,
こたつアイス,,,
カラ松,,,
ハイパー藤波,,,
怪しすぎるチー,,,
せーすいMFR,,,
ボイロ将棋部員,,,
tacos,,,
いーはん,"七段両面5200ダマとか結構する
→リーチは打点足りない？",,
エムバペ,,,
つきさん？,,,
明星市民,,,
Kota816,七段門前型。リーチレンジは狭くはない。,,
takuaka,,,
Aenbharr,,,
九紋龍史進,,,
不遜な氷菓,,,
chxff,,,
とっとー,,,
木子之元,,,
シカコ,,,
神仙酵母,,,
そんし様,,,
天苛武葬,,,
＼(＾o＾)／★,,,
裏の主将,七段染め打点よりも和了率重視妥協寄り！,,
てんくう,,,
ElleAir,,,
赤ポックル,,,
伊達ありさ,,,
Den,,,
M本,,,
ネフティスたそ,,,
亜月,九段三段目七対子9m単騎ダマ。リスク回避強めかも？リーチ率的にも,,
王小花,,,
hqyzfufu,,,
よぴ,七段リーチ率低いクソダマ寄り。悪い待ち役ありダマかな	3900でもそうだった,,
はいてんぼー,,,
中尾,七段手替わり多くても親即リー寄り！,,
しゃばでぃ,七段平和のみクソダマ,,
あまひろver2,,,
MJちゅんしゃー,,,
菅田将暉(偽物),,,
甘夏みかん,,,
ゆーFE,,,
juniino,,,
