kyoku_id,hanchan_id,go_type,go_type_hex,room_class_code,room_class_label,kyoku_info,honba,kyotaku,oya_rel,seat0_player_name,seat1_player_name,seat2_player_name,seat3_player_name,oya_player_name
20260409212649_0401,20260409212649,41,0029,tokujou,特上卓,0401,1,0,3,s6u,Vbgdf,sorucano,Kingpin,Kingpin
20260409212649_0500,20260409212649,41,0029,tokujou,特上卓,0500,0,0,0,s6u,Vbgdf,sorucano,Kingpin,s6u
20260409212649_0501,20260409212649,41,0029,tokujou,特上卓,0501,1,0,0,s6u,Vbgdf,sorucano,Kingpin,s6u
20260409212649_0602,20260409212649,41,0029,tokujou,特上卓,0602,2,1,1,s6u,Vbgdf,sorucano,Kingpin,Vbgdf
20260409212649_0700,20260409212649,41,0029,tokujou,特上卓,0700,0,0,2,s6u,Vbgdf,sorucano,Kingpin,sorucano
20260409215456_0000,20260409215456,41,0029,tokujou,特上卓,0000,0,0,2,s6u,violeTM,EIJee,名ナシ,EIJee
20260409215456_0001,20260409215456,41,0029,tokujou,特上卓,0001,1,0,2,s6u,violeTM,EIJee,名ナシ,EIJee
20260409215456_0002,20260409215456,41,0029,tokujou,特上卓,0002,2,0,2,s6u,violeTM,EIJee,名ナシ,EIJee
20260409215456_0100,20260409215456,41,0029,tokujou,特上卓,0100,0,0,3,s6u,violeTM,EIJee,名ナシ,名ナシ
20260409215456_0200,20260409215456,41,0029,tokujou,特上卓,0200,0,0,0,s6u,violeTM,EIJee,名ナシ,s6u
20260409215456_0300,20260409215456,41,0029,tokujou,特上卓,0300,0,0,1,s6u,violeTM,EIJee,名ナシ,violeTM
20260409215456_0400,20260409215456,41,0029,tokujou,特上卓,0400,0,0,2,s6u,violeTM,EIJee,名ナシ,EIJee
20260409215456_0500,20260409215456,41,0029,tokujou,特上卓,0500,0,0,3,s6u,violeTM,EIJee,名ナシ,名ナシ
20260409215456_0501,20260409215456,41,0029,tokujou,特上卓,0501,1,0,3,s6u,violeTM,EIJee,名ナシ,名ナシ
20260409215456_0600,20260409215456,41,0029,tokujou,特上卓,0600,0,0,0,s6u,violeTM,EIJee,名ナシ,s6u
20260409215456_0601,20260409215456,41,0029,tokujou,特上卓,0601,1,0,0,s6u,violeTM,EIJee,名ナシ,s6u
20260409215456_0700,20260409215456,41,0029,tokujou,特上卓,0700,0,0,1,s6u,violeTM,EIJee,名ナシ,violeTM
20260410105309_0000,20260410105309,9,0009,joukyuu,上級卓,0000,0,0,0,パシフィック,かずきかずき,マタギ,セイジ,パシフィック
20260410105309_0100,20260410105309,9,0009,joukyuu,上級卓,0100,0,1,1,パシフィック,かずきかずき,マタギ,セイジ,かずきかずき
20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,1,0,1,パシフィック,かずきかずき,マタギ,セイジ,かずきかずき
20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,0,0,2,パシフィック,かずきかずき,マタギ,セイジ,マタギ
