discard_id,kyoku_id,hanchan_id,go_type,go_type_hex,room_class_code,room_class_label,kyoku_info,player_rel_seat,player_name,discard_tile_136,discard_tile_37_text,tsumogiri_flag,discard_epoch_s,thinking_time_ms,thinking_time_before_reach_ms,lagged,lag_delay_ms,seat0_hand_tiles_136_json,seat1_hand_tiles_136_json,seat2_hand_tiles_136_json,seat3_hand_tiles_136_json,seat0_hand_tiles_37_text,seat1_hand_tiles_37_text,seat2_hand_tiles_37_text,seat3_hand_tiles_37_text,shanten_after_discard,shanten_normal_after_discard,shanten_chiitoitsu_after_discard,wait_tiles_after_discard_mspz,ryanmen_fixed_flag,pystyle_top1_tile_37_text,pystyle_top1_expected_value_text,pystyle_top2_tile_37_text,pystyle_top2_expected_value_text,pystyle_top3_tile_37_text,pystyle_top3_expected_value_text
20260410105309_0101_012,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,1,かずきかずき,103,8s,tedashi,1775786420,2103.619,,0,,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_013,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,2,マタギ,55,5p,tedashi,1775786424,4026.464,,6,387.054,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_014,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,3,セイジ,119,3z,risekichu_hokan_tsumogiri,1775786432,7596.267,,1,2672.133,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_015,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,0,パシフィック,122,4z,tsumogiri,1775786435,208.13,,0,,"[81,107,72,41,85,104,7,30,135,132,31,40,109,122]",,,,288m 22p 13499s 1477z,,,,2,3,2,,0,,,,,,
20260410105309_0101_016,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,1,かずきかずき,46,3p,risekichu_hokan_tsumogiri,1775786439,4213.608,,0,,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_017,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,2,マタギ,130,6z,risekichu_hokan_tsumogiri,1775786442,3118.283,,0,,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_018,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,3,セイジ,78,2s,tedashi,1775786446,3331.98,,1,1386.9,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_019,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,0,パシフィック,115,2z,tsumogiri,1775786447,202.028,,1,3254.559,"[81,107,72,41,85,104,7,30,135,132,31,40,109,115]",,,,288m 22p 13499s 1277z,,,,2,3,2,,0,,,,,,
20260410105309_0101_020,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,2,マタギ,118,3z,tedashi,1775786451,1368.809,,0,,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_021,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,3,セイジ,28,8m,tedashi,1775786454,3051.326,,6,201.218,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_022,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,0,パシフィック,52,r5p,tsumogiri,1775786454,485.704,,1,2345.144,"[81,107,72,41,85,104,7,30,135,132,31,40,109,52]",,,,288m 22r5p 13499s 177z,,,,2,3,2,,0,,,,,,
20260410105309_0101_023,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,1,かずきかずき,18,5m,tedashi,1775786462,5842.905,,2,2691.144,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_024,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,2,マタギ,117,3z,tedashi,1775786466,962.564,,0,,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_025,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,3,セイジ,74,1s,risekichu_hokan_tsumogiri,1775786468,1905.786,,0,,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_026,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,0,パシフィック,12,4m,tsumogiri,1775786469,689.393,,1,1978.109,"[81,107,72,41,85,104,7,30,135,132,31,40,109,12]",,,,2488m 22p 13499s 177z,,,,2,3,2,,0,,,,,,
20260410105309_0101_027,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,1,かずきかずき,44,3p,tedashi,1775786472,1470.796,,0,,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_028,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,2,マタギ,53,5p,risekichu_hokan_tsumogiri,1775786474,2272.34,,6,355.206,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_029,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,3,セイジ,11,3m,tedashi,1775786487,11897.034,,0,,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_030,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,0,パシフィック,21,6m,tsumogiri,1775786487,708.867,,1,2934.938,"[81,107,72,41,85,104,7,30,135,132,31,40,109,21]",,,,2688m 22p 13499s 177z,,,,2,3,2,,0,,,,,,
20260410105309_0101_031,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,1,かずきかずき,127,5z,tedashi,1775786492,1287.165,,0,,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_032,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,2,マタギ,95,6s,tedashi,1775786495,3387.496,,6,281.416,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_033,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,3,セイジ,19,5m,tedashi,1775786498,2788.16,,0,,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_034,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,0,パシフィック,39,1p,tsumogiri,1775786499,687.786,,0,,"[81,107,72,41,85,104,7,30,135,132,31,40,109,39]",,,,288m 122p 13499s 177z,,,,2,3,2,,0,,,,,,
20260410105309_0101_035,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,1,かずきかずき,27,7m,risekichu_hokan_tsumogiri,1775786501,2661.606,,0,,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_036,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,2,マタギ,62,7p,risekichu_hokan_tsumogiri,1775786506,2001.122,,6,301.849,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0101_037,20260410105309_0101,20260410105309,9,0009,joukyuu,上級卓,0101,3,セイジ,84,4s,tedashi,1775786513,6727.15,,0,,"[81,107,72,41,85,104,7,30,135,132,31,40,109]",,,,288m 22p 13499s 177z,,,,,,,,,,,,,,
20260410105309_0200_001,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,3,セイジ,3,1m,tedashi,1775786534,1719.894,,0,,"[6,17,24,32,33,64,65,66,70,80,104,122,124]",,,,25799m 8889p 39s 45z,,,,,,,,,,,,,,
20260410105309_0200_002,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,0,パシフィック,39,1p,tsumogiri,1775786551,16694.14,,6,395.86,"[6,17,24,32,33,64,65,66,70,80,104,122,124,39]",,,,25799m 18889p 39s 45z,,,,4,4,4,,0,,,,,,
20260410105309_0200_003,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,1,かずきかずき,129,6z,tedashi,1775786552,1140.695,,0,,"[6,17,24,32,33,64,65,66,70,80,104,122,124]",,,,25799m 8889p 39s 45z,,,,,,,,,,,,,,
20260410105309_0200_004,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,2,マタギ,10,3m,tedashi,1775786555,2991.406,,0,,"[6,17,24,32,33,64,65,66,70,80,104,122,124]",,,,25799m 8889p 39s 45z,,,,,,,,,,,,,,
20260410105309_0200_005,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,3,セイジ,123,4z,tedashi,1775786558,2660.972,,0,,"[6,17,24,32,33,64,65,66,70,80,104,122,124]",,,,25799m 8889p 39s 45z,,,,,,,,,,,,,,
20260410105309_0200_006,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,0,パシフィック,84,4s,tsumogiri,1775786565,6697.615,,1,1236.099,"[6,17,24,32,33,64,65,66,70,80,104,122,124,84]",,,,25799m 8889p 349s 45z,,,,3,3,4,,0,,,,,,
20260410105309_0200_007,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,1,かずきかずき,111,1z,tedashi,1775786567,1314.244,,0,,"[6,17,24,32,33,64,65,66,70,80,104,122,124]",,,,25799m 8889p 39s 45z,,,,,,,,,,,,,,
20260410105309_0200_008,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,2,マタギ,4,2m,tedashi,1775786570,2370.902,,0,,"[6,17,24,32,33,64,65,66,70,80,104,122,124]",,,,25799m 8889p 39s 45z,,,,,,,,,,,,,,
20260410105309_0200_009,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,3,セイジ,14,4m,tedashi,1775786572,1798.229,,0,,"[6,17,24,32,33,64,65,66,70,80,104,122,124]",,,,25799m 8889p 39s 45z,,,,,,,,,,,,,,
20260410105309_0200_010,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,0,パシフィック,104,9s,tedashi,1775786576,4342.882,,0,,"[6,17,24,32,33,64,65,66,70,80,104,122,124,18]",,,,255799m 8889p 39s 45z,,,,3,4,3,,0,,,,,,
20260410105309_0200_011,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,1,かずきかずき,131,6z,risekichu_hokan_tsumogiri,1775786578,1998.002,,1,4730.975,"[6,17,24,32,33,64,65,66,70,80,122,124,18]",,,,255799m 8889p 3s 45z,,,,,,,,,,,,,,
20260410105309_0200_012,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,2,マタギ,113,2z,tedashi,1775786583,2321.252,,0,,"[6,17,24,32,33,64,65,66,70,80,122,124,18]",,,,255799m 8889p 3s 45z,,,,,,,,,,,,,,
20260410105309_0200_013,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,3,セイジ,13,4m,tedashi,1775786585,2081.22,,0,,"[6,17,24,32,33,64,65,66,70,80,122,124,18]",,,,255799m 8889p 3s 45z,,,,,,,,,,,,,,
20260410105309_0200_014,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,0,パシフィック,70,9p,tedashi,1775786587,2056.023,,0,,"[6,17,24,32,33,64,65,66,70,80,122,124,18,56]",,,,255799m 68889p 3s 45z,,,,3,4,3,,0,,,,,,
20260410105309_0200_015,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,1,かずきかずき,29,8m,tedashi,1775786589,2204.323,,0,,"[6,17,24,32,33,64,65,66,80,122,124,18,56]",,,,255799m 6888p 3s 45z,,,,,,,,,,,,,,
20260410105309_0200_016,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,2,マタギ,57,6p,risekichu_hokan_tsumogiri,1775786592,3265.228,,6,402.223,"[6,17,24,32,33,64,65,66,80,122,124,18,56]",,,,255799m 6888p 3s 45z,,,,,,,,,,,,,,
20260410105309_0200_017,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,3,セイジ,35,9m,tedashi,1775786594,1361.671,,1,5369.216,"[6,17,24,32,33,64,65,66,80,122,124,18,56]",,,,255799m 6888p 3s 45z,,,,,,,,,,,,,,
20260410105309_0200_018,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,0,パシフィック,56,6p,tedashi,1775786599,4035.41,,0,,"[6,17,24,33,64,65,66,80,122,124,18,56]",,,,25579m 6888p 3s 45z,,,,,,,,,,,,,,
20260410105309_0200_019,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,1,かずきかずき,118,3z,tedashi,1775786602,2848.902,,0,,"[6,17,24,33,64,65,66,80,122,124,18]",,,,25579m 888p 3s 45z,,,,,,,,,,,,,,
20260410105309_0200_020,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,2,マタギ,78,2s,tedashi,1775786608,5433.253,,0,,"[6,17,24,33,64,65,66,80,122,124,18]",,,,25579m 888p 3s 45z,,,,,,,,,,,,,,
20260410105309_0200_021,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,3,セイジ,99,7s,tedashi,1775786611,3504.696,,0,,"[6,17,24,33,64,65,66,80,122,124,18]",,,,25579m 888p 3s 45z,,,,,,,,,,,,,,
20260410105309_0200_022,20260410105309_0200,20260410105309,9,0009,joukyuu,上級卓,0200,0,パシフィック,124,5z,tedashi,1775786614,2581.526,,0,,"[6,17,24,33,64,65,66,80,122,124,18,120]",,,,25579m 888p 3s 445z,,,,,,,,,,,,,,
