discard_id,kyoku_id,hanchan_id,kyoku_info,player_rel_seat,player_name,discard_tile_136,discard_tile_37_text,tsumogiri_flag,discard_epoch_s,thinking_time_ms,thinking_time_before_reach_ms,lagged,lag_delay_ms,seat0_hand_tiles_136_json,seat1_hand_tiles_136_json,seat2_hand_tiles_136_json,seat3_hand_tiles_136_json,seat0_hand_tiles_37_text,seat1_hand_tiles_37_text,seat2_hand_tiles_37_text,seat3_hand_tiles_37_text,shanten_after_discard,shanten_normal_after_discard,shanten_chiitoitsu_after_discard,wait_tiles_after_discard_mspz,ryanmen_fixed_flag,pystyle_top1_tile_37_text,pystyle_top1_expected_value_text,pystyle_top2_tile_37_text,pystyle_top2_expected_value_text,pystyle_top3_tile_37_text,pystyle_top3_expected_value_text
20260409110743_0301_052,20260409110743_0301,20260409110743,0301,1,santal,103,8s,risekichu_hokan_tsumogiri,1775701354,2670.193,,1,1757.982,"[78,73,128,49,93,92,60,91,47,23,64,97,31]",,,,68m 3478p 125667s 6z,,,,,,,,,,,,,,
20260409110743_0301_053,20260409110743_0301,20260409110743,0301,2,mezzuj-2,45,3p,tedashi,1775701360,4890.917,,0,,"[78,73,128,49,93,92,60,91,47,23,64,97,31]",,,,68m 3478p 125667s 6z,,,,,,,,,,,,,,
20260409110743_0301_054,20260409110743_0301,20260409110743,0301,3,QryanQ,48,4p,risekichu_hokan_tsumogiri,1775701362,1425.575,,0,,"[78,73,128,49,93,92,60,91,47,23,64,97,31]",,,,68m 3478p 125667s 6z,,,,,,,,,,,,,,
20260409110743_0400_000,20260409110743_0400,20260409110743,0400,2,mezzuj-2,123,4z,tedashi,1775701377,,,0,,"[14,70,61,103,113,49,51,55,47,62,71,131,65]",,,,4m 344577899p 8s 26z,,,,,,,,,,,,,,
20260409110743_0400_001,20260409110743_0400,20260409110743,0400,3,QryanQ,68,9p,tedashi,1775701380,3249.735,,1,3518.241,"[14,70,61,103,113,49,51,55,47,62,71,131,65]",,,,4m 344577899p 8s 26z,,,,,,,,,,,,,,
20260409110743_0400_002,20260409110743_0400,20260409110743,0400,0,s6u,103,8s,tedashi,1775701385,1595.6,,0,,"[14,70,61,103,113,49,51,55,47,62,71,131,65,88]",,,,4m 344577899p r58s 26z,,,,3,3,3,,0,,,,,,
20260409110743_0400_003,20260409110743_0400,20260409110743,0400,1,santal,73,1s,tedashi,1775701387,1503.873,,1,1649.102,"[14,70,61,113,49,51,55,47,62,71,131,65,88]",,,,4m 344577899p r5s 26z,,,,,,,,,,,,,,
20260409110743_0400_004,20260409110743_0400,20260409110743,0400,2,mezzuj-2,6,2m,tedashi,1775701393,5116.822,,0,,"[14,70,61,113,49,51,55,47,62,71,131,65,88]",,,,4m 344577899p r5s 26z,,,,,,,,,,,,,,
20260409110743_0400_005,20260409110743_0400,20260409110743,0400,3,QryanQ,117,3z,tedashi,1775701396,2070.782,,0,,"[14,70,61,113,49,51,55,47,62,71,131,65,88]",,,,4m 344577899p r5s 26z,,,,,,,,,,,,,,
20260409110743_0400_006,20260409110743_0400,20260409110743,0400,0,s6u,14,4m,tedashi,1775701399,3830.854,,0,,"[14,70,61,113,49,51,55,47,62,71,131,65,88,26]",,,,47m 344577899p r5s 26z,,,,3,3,3,,0,,,,,,
20260409110743_0400_007,20260409110743_0400,20260409110743,0400,1,santal,75,1s,risekichu_hokan_tsumogiri,1775701401,1808.485,,1,1796.348,"[70,61,113,49,51,55,47,62,71,131,65,88,26]",,,,7m 344577899p r5s 26z,,,,,,,,,,,,,,
20260409110743_0400_008,20260409110743_0400,20260409110743,0400,2,mezzuj-2,1,1m,risekichu_hokan_tsumogiri,1775701405,1545.723,,0,,"[70,61,113,49,51,55,47,62,71,131,65,88,26]",,,,7m 344577899p r5s 26z,,,,,,,,,,,,,,
20260409110743_0400_009,20260409110743_0400,20260409110743,0400,3,QryanQ,28,8m,tedashi,1775701407,2077.412,,0,,"[70,61,113,49,51,55,47,62,71,131,65,88,26]",,,,7m 344577899p r5s 26z,,,,,,,,,,,,,,
20260409110743_0400_010,20260409110743_0400,20260409110743,0400,0,s6u,131,6z,tedashi,1775701411,3932.559,,1,3114.022,"[70,61,113,49,51,55,47,62,71,131,65,88,26,86]",,,,7m 344577899p 4r5s 26z,,,,2,2,3,,0,,,,,,
20260409110743_0400_011,20260409110743_0400,20260409110743,0400,2,mezzuj-2,64,8p,tedashi,1775701414,1368.087,,0,,"[70,61,113,49,51,55,47,62,71,65,88,26,86]",,,,7m 344577899p 4r5s 2z,,,,,,,,,,,,,,
20260409110743_0400_012,20260409110743_0400,20260409110743,0400,3,QryanQ,3,1m,risekichu_hokan_tsumogiri,1775701415,1665.325,,0,,"[70,61,113,49,51,55,47,62,71,65,88,26,86]",,,,7m 344577899p 4r5s 2z,,,,,,,,,,,,,,
20260409110743_0400_013,20260409110743_0400,20260409110743,0400,0,s6u,113,2z,tedashi,1775701421,5989.002,,2,1084.717,"[70,61,113,49,51,55,47,62,71,65,88,26,86,45]",,,,7m 3344577899p 4r5s 2z,,,,2,2,2,,0,,,,,,
20260409110743_0400_014,20260409110743_0400,20260409110743,0400,3,QryanQ,17,5m,tedashi,1775701423,765.191,,0,,"[70,61,49,51,55,47,62,71,65,88,26,86,45]",,,,7m 3344577899p 4r5s,,,,,,,,,,,,,,
20260409110743_0400_015,20260409110743_0400,20260409110743,0400,0,s6u,62,7p,tedashi,1775701429,5649.335,,0,,"[70,61,49,51,55,47,62,71,65,88,26,86,45,16]",,,,r57m 3344577899p 4r5s,,,,2,2,2,,0,,,,,,
20260409110743_0400_016,20260409110743_0400,20260409110743,0400,1,santal,80,3s,risekichu_hokan_tsumogiri,1775701431,1759.054,,1,1659.025,"[70,61,49,51,55,47,71,65,88,26,86,45,16]",,,,r57m 334457899p 4r5s,,,,,,,,,,,,,,
20260409110743_0400_017,20260409110743_0400,20260409110743,0400,2,mezzuj-2,43,2p,risekichu_hokan_tsumogiri,1775701434,1867.858,,0,,"[70,61,49,51,55,47,71,65,88,26,86,45,16]",,,,r57m 334457899p 4r5s,,,,,,,,,,,,,,
20260409110743_0400_018,20260409110743_0400,20260409110743,0400,3,QryanQ,29,8m,risekichu_hokan_tsumogiri,1775701436,1561.233,,0,,"[70,61,49,51,55,47,71,65,88,26,86,45,16]",,,,r57m 334457899p 4r5s,,,,,,,,,,,,,,
20260409110743_0400_019,20260409110743_0400,20260409110743,0400,0,s6u,61,7p,tedashi,1775701441,5039.972,,0,,"[70,61,49,51,55,47,71,65,88,26,86,45,16,33]",,,,r579m 334457899p 4r5s,,,,2,2,3,,0,,,,,,
20260409110743_0400_020,20260409110743_0400,20260409110743,0400,1,santal,98,7s,tedashi,1775701442,1787.257,,2,2213.454,"[70,49,51,55,47,71,65,88,26,86,45,16,33]",,,,r579m 33445899p 4r5s,,,,,,,,,,,,,,
20260409110743_0400_021,20260409110743_0400,20260409110743,0400,2,mezzuj-2,95,6s,tedashi,1775701445,766.253,,2,6367.252,"[70,49,51,55,47,71,65,88,26,86,45,16,33]",,,,r579m 33445899p 4r5s,,,,,,,,,,,,,,
20260409110743_0400_022,20260409110743_0400,20260409110743,0400,3,QryanQ,125,5z,tedashi,1775701453,730.186,,0,,"[70,49,51,55,47,71,65,88,26,86,45,16,33]",,,,r579m 33445899p 4r5s,,,,,,,,,,,,,,
20260409110743_0400_023,20260409110743_0400,20260409110743,0400,0,s6u,65,8p,tedashi,1775701456,3058.949,,0,,"[70,49,51,55,47,71,65,88,26,86,45,16,33,121]",,,,r579m 33445899p 4r5s 4z,,,,2,2,3,,0,,,,,,
20260409110743_0400_024,20260409110743_0400,20260409110743,0400,1,santal,2,1m,tedashi,1775701464,8033.201,,0,,"[70,49,51,55,47,71,88,26,86,45,16,33,121]",,,,r579m 3344599p 4r5s 4z,,,,,,,,,,,,,,
20260409110743_0400_025,20260409110743_0400,20260409110743,0400,2,mezzuj-2,8,3m,risekichu_hokan_tsumogiri,1775701472,8658.405,,1,1492.434,"[70,49,51,55,47,71,88,26,86,45,16,33,121]",,,,r579m 3344599p 4r5s 4z,,,,,,,,,,,,,,
20260409110743_0400_026,20260409110743_0400,20260409110743,0400,3,QryanQ,15,4m,risekichu_hokan_tsumogiri,1775701476,2405.687,,0,,"[70,49,51,55,47,71,88,26,86,45,16,33,121]",,,,r579m 3344599p 4r5s 4z,,,,,,,,,,,,,,
20260409110743_0400_027,20260409110743_0400,20260409110743,0400,0,s6u,121,4z,tedashi,1775701480,3830.3,,0,,"[70,49,51,55,47,71,88,26,86,45,16,33,121,54]",,,,r579m 33445599p 4r5s 4z,,,,1,1,2,,0,,,,,,
20260409110743_0400_028,20260409110743_0400,20260409110743,0400,1,santal,11,3m,tedashi,1775701482,2151.359,,0,,"[70,49,51,55,47,71,88,26,86,45,16,33,54]",,,,r579m 33445599p 4r5s,,,,,,,,,,,,,,
20260409110743_0400_029,20260409110743_0400,20260409110743,0400,2,mezzuj-2,110,1z,risekichu_hokan_tsumogiri,1775701485,2398.019,,0,,"[70,49,51,55,47,71,88,26,86,45,16,33,54]",,,,r579m 33445599p 4r5s,,,,,,,,,,,,,,
20260409110743_0400_030,20260409110743_0400,20260409110743,0400,3,QryanQ,107,9s,tedashi,1775701490,5439.898,,0,,"[70,49,51,55,47,71,88,26,86,45,16,33,54]",,,,r579m 33445599p 4r5s,,,,,,,,,,,,,,
20260409110743_0400_031,20260409110743_0400,20260409110743,0400,0,s6u,50,4p,tsumogiri,1775701497,7261.608,,2,3351.926,"[70,49,51,55,47,71,88,26,86,45,16,33,54,50]",,,,r579m 334445599p 4r5s,,,,1,1,2,,0,,,,,,
20260409110743_0400_032,20260409110743_0400,20260409110743,0400,1,santal,72,1s,tedashi,1775701502,947.117,,1,1687.244,"[70,49,51,55,47,71,88,26,86,45,16,33,54]",,,,r579m 33445599p 4r5s,,,,,,,,,,,,,,
20260409110743_0400_033,20260409110743_0400,20260409110743,0400,2,mezzuj-2,5,2m,risekichu_hokan_tsumogiri,1775701505,1867.148,,0,,"[70,49,51,55,47,71,88,26,86,45,16,33,54]",,,,r579m 33445599p 4r5s,,,,,,,,,,,,,,
20260409110743_0400_034,20260409110743_0400,20260409110743,0400,3,QryanQ,35,9m,risekichu_hokan_tsumogiri,1775701507,1730.855,,0,,"[70,49,51,55,47,71,88,26,86,45,16,33,54]",,,,r579m 33445599p 4r5s,,,,,,,,,,,,,,
20260409110743_0400_035,20260409110743_0400,20260409110743,0400,0,s6u,33,9m,tedashi,1775701510,2667.906,,0,,"[70,49,51,55,47,71,88,26,86,45,16,33,54,69]",,,,r579m 334455999p 4r5s,,,,1,1,2,,0,,,,,,
20260409110743_0400_036,20260409110743_0400,20260409110743,0400,1,santal,32,9m,risekichu_hokan_tsumogiri,1775701511,1678.498,,0,,"[70,49,51,55,47,71,88,26,86,45,16,54,69]",,,,r57m 334455999p 4r5s,,,,,,,,,,,,,,
20260409110743_0400_037,20260409110743_0400,20260409110743,0400,2,mezzuj-2,100,8s,risekichu_hokan_tsumogiri,1775701514,3139.564,,0,,"[70,49,51,55,47,71,88,26,86,45,16,54,69]",,,,r57m 334455999p 4r5s,,,,,,,,,,,,,,
20260409110743_0400_038,20260409110743_0400,20260409110743,0400,3,QryanQ,101,8s,tedashi,1775701518,3332.902,,0,,"[70,49,51,55,47,71,88,26,86,45,16,54,69]",,,,r57m 334455999p 4r5s,,,,,,,,,,,,,,
20260409110743_0400_039,20260409110743_0400,20260409110743,0400,0,s6u,69,9p,tedashi,1775701526,674.578,7931.62,2,1472.826,"[70,49,51,55,47,71,88,26,86,45,16,54,69,83]",,,,r57m 334455999p 34r5s,,,,0,0,2,6m,0,,,,,,
20260409110743_0400_040,20260409110743_0400,20260409110743,0400,1,santal,21,6m,tedashi,1775701528,701.002,,0,,"[70,49,51,55,47,71,88,26,86,45,16,54,83]",,,,r57m 33445599p 34r5s,,,,,,,,,,,,,,
20260409110743_0401_000,20260409110743_0401,20260409110743,0401,2,mezzuj-2,122,4z,tedashi,1775701549,,,0,,"[90,132,4,121,78,45,76,64,74,97,115,8,93]",,,,23m 38p 122567s 247z,,,,,,,,,,,,,,
20260409110743_0401_001,20260409110743_0401,20260409110743,0401,3,QryanQ,39,1p,tedashi,1775701551,2057.655,,0,,"[90,132,4,121,78,45,76,64,74,97,115,8,93]",,,,23m 38p 122567s 247z,,,,,,,,,,,,,,
20260409110743_0401_002,20260409110743_0401,20260409110743,0401,0,s6u,121,4z,tedashi,1775701553,1692.393,,0,,"[90,132,4,121,78,45,76,64,74,97,115,8,93,112]",,,,23m 38p 122567s 2247z,,,,3,3,4,,0,,,,,,
20260409110743_0401_003,20260409110743_0401,20260409110743,0401,1,santal,67,8p,tedashi,1775701557,4356.988,,1,1566.308,"[90,132,4,78,45,76,64,74,97,115,8,93,112]",,,,23m 38p 122567s 227z,,,,,,,,,,,,,,
20260409110743_0401_004,20260409110743_0401,20260409110743,0401,2,mezzuj-2,134,7z,risekichu_hokan_tsumogiri,1775701561,1888.183,,0,,"[90,132,4,78,45,76,64,74,97,115,8,93,112]",,,,23m 38p 122567s 227z,,,,,,,,,,,,,,
20260409110743_0401_005,20260409110743_0401,20260409110743,0401,3,QryanQ,128,6z,tedashi,1775701563,1909.636,,0,,"[90,132,4,78,45,76,64,74,97,115,8,93,112]",,,,23m 38p 122567s 227z,,,,,,,,,,,,,,
20260409110743_0401_006,20260409110743_0401,20260409110743,0401,0,s6u,132,7z,tedashi,1775701567,4507.916,,0,,"[90,132,4,78,45,76,64,74,97,115,8,93,112,129]",,,,23m 38p 122567s 2267z,,,,3,3,4,,0,,,,,,
20260409110743_0401_007,20260409110743_0401,20260409110743,0401,1,santal,99,7s,tedashi,1775701569,1928.231,,1,1647.449,"[90,4,78,45,76,64,74,97,115,8,93,112,129]",,,,23m 38p 122567s 226z,,,,,,,,,,,,,,
20260409110743_0401_008,20260409110743_0401,20260409110743,0401,2,mezzuj-2,119,3z,risekichu_hokan_tsumogiri,1775701573,1618.426,,0,,"[90,4,78,45,76,64,74,97,115,8,93,112,129]",,,,23m 38p 122567s 226z,,,,,,,,,,,,,,
20260409110743_0401_009,20260409110743_0401,20260409110743,0401,3,QryanQ,133,7z,tedashi,1775701574,1353.548,,0,,"[90,4,78,45,76,64,74,97,115,8,93,112,129]",,,,23m 38p 122567s 226z,,,,,,,,,,,,,,
20260409110743_0401_010,20260409110743_0401,20260409110743,0401,0,s6u,129,6z,tedashi,1775701577,3495.162,,0,,"[90,4,78,45,76,64,74,97,115,8,93,112,129,85]",,,,23m 38p 1224567s 226z,,,,2,2,4,,0,,,,,,
20260409110743_0401_011,20260409110743_0401,20260409110743,0401,1,santal,28,8m,tedashi,1775701580,2386.635,,0,,"[90,4,78,45,76,64,74,97,115,8,93,112,85]",,,,23m 38p 1224567s 22z,,,,,,,,,,,,,,
20260409110743_0401_012,20260409110743_0401,20260409110743,0401,2,mezzuj-2,83,3s,risekichu_hokan_tsumogiri,1775701584,3935.671,,0,,"[90,4,78,45,76,64,74,97,115,8,93,112,85]",,,,23m 38p 1224567s 22z,,,,,,,,,,,,,,
20260409110743_0401_013,20260409110743_0401,20260409110743,0401,3,QryanQ,37,1p,tedashi,1775701586,1910.287,,0,,"[90,4,78,45,76,64,74,97,115,8,93,112,85]",,,,23m 38p 1224567s 22z,,,,,,,,,,,,,,
20260409110743_0401_014,20260409110743_0401,20260409110743,0401,0,s6u,64,8p,tedashi,1775701590,4861.524,,0,,"[90,4,78,45,76,64,74,97,115,8,93,112,85,25]",,,,237m 38p 1224567s 22z,,,,2,2,4,,0,,,,,,
20260409110743_0401_015,20260409110743_0401,20260409110743,0401,1,santal,14,4m,tedashi,1775701593,2519.448,,0,,"[90,4,78,45,76,74,97,115,8,93,112,85,25]",,,,237m 3p 1224567s 22z,,,,,,,,,,,,,,
20260409110743_0401_016,20260409110743_0401,20260409110743,0401,2,mezzuj-2,101,8s,tedashi,1775701608,15028.397,,0,,"[90,4,78,45,76,74,97,115,8,93,112,85,25]",,,,237m 3p 1224567s 22z,,,,,,,,,,,,,,
20260409110743_0401_017,20260409110743_0401,20260409110743,0401,3,QryanQ,127,5z,tedashi,1775701611,2870.747,,0,,"[90,4,78,45,76,74,97,115,8,93,112,85,25]",,,,237m 3p 1224567s 22z,,,,,,,,,,,,,,
20260409110743_0401_018,20260409110743_0401,20260409110743,0401,0,s6u,74,1s,tedashi,1775701613,2187.946,,0,,"[90,4,78,45,76,74,97,115,8,93,112,85,25,49]",,,,237m 34p 1224567s 22z,,,,2,2,4,,0,,,,,,
20260409110743_0401_019,20260409110743_0401,20260409110743,0401,1,santal,52,r5p,risekichu_hokan_tsumogiri,1775701615,1924.994,,1,1127.231,"[90,4,78,45,76,97,115,8,93,112,85,25,49]",,,,237m 34p 224567s 22z,,,,,,,,,,,,,,
20260409110743_0401_020,20260409110743_0401,20260409110743,0401,2,mezzuj-2,100,8s,tedashi,1775701618,2020.423,,0,,"[90,4,78,45,76,97,115,8,93,112,85,25,49]",,,,237m 34p 224567s 22z,,,,,,,,,,,,,,
20260409110743_0401_021,20260409110743_0401,20260409110743,0401,3,QryanQ,113,2z,tedashi,1775701620,2338.857,,1,2678.789,"[90,4,78,45,76,97,115,8,93,112,85,25,49]",,,,237m 34p 224567s 22z,,,,,,,,,,,,,,
20260409110743_0401_022,20260409110743_0401,20260409110743,0401,0,s6u,25,7m,tedashi,1775701623,1205.629,,0,,"[90,4,78,45,76,97,8,93,112,85,25,49]",,,,237m 34p 224567s 2z,,,,,,,,,,,,,,
20260409110743_0401_023,20260409110743_0401,20260409110743,0401,1,santal,11,3m,risekichu_hokan_tsumogiri,1775701627,4320.0,,0,,"[90,4,78,45,76,97,8,93,112,85,49]",,,,23m 34p 224567s 2z,,,,,,,,,,,,,,
20260409110743_0401_024,20260409110743_0401,20260409110743,0401,2,mezzuj-2,71,9p,tedashi,1775701631,3419.076,,1,2375.74,"[90,4,78,45,76,97,8,93,112,85,49]",,,,23m 34p 224567s 2z,,,,,,,,,,,,,,
20260409110743_0401_025,20260409110743_0401,20260409110743,0401,3,QryanQ,103,8s,tedashi,1775701636,2887.019,,1,2053.777,"[90,4,78,45,76,97,8,93,112,85,49]",,,,23m 34p 224567s 2z,,,,,,,,,,,,,,
20260409110743_0401_026,20260409110743_0401,20260409110743,0401,0,s6u,26,7m,tsumogiri,1775701639,1194.766,,0,,"[90,4,78,45,76,97,8,93,112,85,49,26]",,,,237m 34p 224567s 2z,,,,,,,,,,,,,,
20260409110743_0401_027,20260409110743_0401,20260409110743,0401,1,santal,10,3m,risekichu_hokan_tsumogiri,1775701642,2630.907,,0,,"[90,4,78,45,76,97,8,93,112,85,49]",,,,23m 34p 224567s 2z,,,,,,,,,,,,,,
20260409110743_0401_028,20260409110743_0401,20260409110743,0401,2,mezzuj-2,68,9p,tedashi,1775701646,3861.867,,0,,"[90,4,78,45,76,97,8,93,112,85,49]",,,,23m 34p 224567s 2z,,,,,,,,,,,,,,
20260409110743_0401_029,20260409110743_0401,20260409110743,0401,3,QryanQ,84,4s,tedashi,1775701649,3199.475,,1,1424.157,"[90,4,78,45,76,97,8,93,112,85,49]",,,,23m 34p 224567s 2z,,,,,,,,,,,,,,
20260409110743_0401_030,20260409110743_0401,20260409110743,0401,0,s6u,85,4s,tedashi,1775701653,2500.966,,0,,"[90,4,78,45,76,97,8,93,112,85,49,34]",,,,239m 34p 224567s 2z,,,,,,,,,,,,,,
20260409110743_0401_031,20260409110743_0401,20260409110743,0401,1,santal,7,2m,tedashi,1775701658,5171.477,,0,,"[90,4,78,45,76,97,8,93,112,49,34]",,,,239m 34p 22567s 2z,,,,,,,,,,,,,,
20260409110743_0401_032,20260409110743_0401,20260409110743,0401,2,mezzuj-2,105,9s,risekichu_hokan_tsumogiri,1775701666,929.111,6438.136,0,,"[90,4,78,45,76,97,8,93,112,49,34]",,,,239m 34p 22567s 2z,,,,,,,,,,,,,,
20260409110743_0401_033,20260409110743_0401,20260409110743,0401,3,QryanQ,107,9s,tedashi,1775701667,1721.081,,0,,"[90,4,78,45,76,97,8,93,112,49,34]",,,,239m 34p 22567s 2z,,,,,,,,,,,,,,
20260409110743_0401_034,20260409110743_0401,20260409110743,0401,0,s6u,34,9m,tedashi,1775701677,9788.103,,6,373.988,"[90,4,78,45,76,97,8,93,112,49,34,44]",,,,239m 334p 22567s 2z,,,,,,,,,,,,,,
20260409110743_0401_035,20260409110743_0401,20260409110743,0401,1,santal,82,3s,tedashi,1775701681,3837.287,,0,,"[90,4,78,45,76,97,8,93,112,49,44]",,,,23m 334p 22567s 2z,,,,,,,,,,,,,,
20260409110743_0401_036,20260409110743_0401,20260409110743,0401,2,mezzuj-2,57,6p,risekichu_hokan_tsumogiri,1775701682,807.15,,1,678.326,"[90,4,78,45,76,97,8,93,112,49,44]",,,,23m 334p 22567s 2z,,,,,,,,,,,,,,
20260409110743_0401_037,20260409110743_0401,20260409110743,0401,3,QryanQ,118,3z,risekichu_hokan_tsumogiri,1775701684,1587.729,,0,,"[90,4,78,45,76,97,8,93,112,49,44]",,,,23m 334p 22567s 2z,,,,,,,,,,,,,,
20260409110743_0401_038,20260409110743_0401,20260409110743,0401,0,s6u,45,3p,tedashi,1775701686,1853.539,,0,,"[90,4,78,45,76,97,8,93,112,49,44,12]",,,,234m 334p 22567s 2z,,,,,,,,,,,,,,
20260409110743_0401_039,20260409110743_0401,20260409110743,0401,1,santal,102,8s,tedashi,1775701689,2401.258,,0,,"[90,4,78,76,97,8,93,112,49,44,12]",,,,234m 34p 22567s 2z,,,,,,,,,,,,,,
20260409110743_0401_040,20260409110743_0401,20260409110743,0401,2,mezzuj-2,27,7m,risekichu_hokan_tsumogiri,1775701689,717.407,,1,660.165,"[90,4,78,76,97,8,93,112,49,44,12]",,,,234m 34p 22567s 2z,,,,,,,,,,,,,,
20260409110743_0401_041,20260409110743_0401,20260409110743,0401,3,QryanQ,31,8m,tedashi,1775701693,620.242,2465.204,0,,"[90,4,78,76,97,8,93,112,49,44,12]",,,,234m 34p 22567s 2z,,,,,,,,,,,,,,
20260409110743_0401_042,20260409110743_0401,20260409110743,0401,0,s6u,30,8m,tsumogiri,1775701695,1649.629,,0,,"[90,4,78,76,97,8,93,112,49,44,12,30]",,,,2348m 34p 22567s 2z,,,,,,,,,,,,,,
20260409110743_0401_043,20260409110743_0401,20260409110743,0401,1,santal,130,6z,tedashi,1775701699,3908.488,,0,,"[90,4,78,76,97,8,93,112,49,44,12]",,,,234m 34p 22567s 2z,,,,,,,,,,,,,,
20260409110743_0401_044,20260409110743_0401,20260409110743,0401,2,mezzuj-2,22,6m,risekichu_hokan_tsumogiri,1775701699,723.082,,1,1978.899,"[90,4,78,76,97,8,93,112,49,44,12]",,,,234m 34p 22567s 2z,,,,,,,,,,,,,,
20260409110743_0401_045,20260409110743_0401,20260409110743,0401,3,QryanQ,106,9s,risekichu_hokan_tsumogiri,1775701702,314.337,,0,,"[90,4,78,76,97,8,93,112,49,44,12]",,,,234m 34p 22567s 2z,,,,,,,,,,,,,,
20260409110743_0401_046,20260409110743_0401,20260409110743,0401,0,s6u,94,6s,tsumogiri,1775701706,4220.372,,0,,"[90,4,78,76,97,8,93,112,49,44,12,94]",,,,234m 34p 225667s 2z,,,,,,,,,,,,,,
20260409110743_0401_047,20260409110743_0401,20260409110743,0401,1,santal,33,9m,tedashi,1775701708,2012.652,,0,,"[90,4,78,76,97,8,93,112,49,44,12]",,,,234m 34p 22567s 2z,,,,,,,,,,,,,,
20260409110743_0401_048,20260409110743_0401,20260409110743,0401,2,mezzuj-2,65,8p,risekichu_hokan_tsumogiri,1775701709,726.984,,0,,"[90,4,78,76,97,8,93,112,49,44,12]",,,,234m 34p 22567s 2z,,,,,,,,,,,,,,
20260409110743_0500_000,20260409110743_0500,20260409110743,0500,3,QryanQ,42,2p,tedashi,1775701723,,,0,,"[76,57,104,90,44,33,17,28,25,128,124,24,84]",,,,57789m 36p 2459s 56z,,,,,,,,,,,,,,
20260409110743_0500_001,20260409110743_0500,20260409110743,0500,0,s6u,104,9s,tedashi,1775701727,3449.991,,0,,"[76,57,104,90,44,33,17,28,25,128,124,24,84,116]",,,,57789m 36p 2459s 356z,,,,4,4,5,,0,,,,,,
20260409110743_0500_002,20260409110743_0500,20260409110743,0500,1,santal,37,1p,tedashi,1775701728,1623.921,,1,2146.092,"[76,57,90,44,33,17,28,25,128,124,24,84,116]",,,,57789m 36p 245s 356z,,,,,,,,,,,,,,
20260409110743_0500_003,20260409110743_0500,20260409110743,0500,2,mezzuj-2,15,4m,tedashi,1775701746,16010.367,,1,767.273,"[76,57,90,44,33,17,28,25,128,124,24,84,116]",,,,57789m 36p 245s 356z,,,,,,,,,,,,,,
20260409110743_0500_004,20260409110743_0500,20260409110743,0500,3,QryanQ,43,2p,risekichu_hokan_tsumogiri,1775701748,1147.13,,0,,"[76,57,90,44,33,17,28,25,128,124,24,84,116]",,,,57789m 36p 245s 356z,,,,,,,,,,,,,,
20260409110743_0500_005,20260409110743_0500,20260409110743,0500,0,s6u,116,3z,tedashi,1775701749,1232.22,,1,8109.282,"[76,57,90,44,33,17,28,25,128,124,24,84,116,88]",,,,57789m 36p 24r55s 356z,,,,3,3,4,,0,,,,,,
20260409110743_0500_006,20260409110743_0500,20260409110743,0500,2,mezzuj-2,130,6z,tedashi,1775701758,5856.45,,0,,"[76,57,90,44,33,17,28,25,128,124,24,84,88]",,,,57789m 36p 24r55s 56z,,,,,,,,,,,,,,
20260409110743_0500_007,20260409110743_0500,20260409110743,0500,3,QryanQ,0,1m,tedashi,1775701761,3527.444,,0,,"[76,57,90,44,33,17,28,25,128,124,24,84,88]",,,,57789m 36p 24r55s 56z,,,,,,,,,,,,,,
20260409110743_0500_008,20260409110743_0500,20260409110743,0500,0,s6u,124,5z,tedashi,1775701766,5245.934,,0,,"[76,57,90,44,33,17,28,25,128,124,24,84,88,113]",,,,57789m 36p 24r55s 256z,,,,3,3,4,,0,6z,1022pt,5z,1016pt,2z,1011pt
20260409110743_0500_009,20260409110743_0500,20260409110743,0500,1,santal,32,9m,tedashi,1775701769,2690.035,,1,3854.962,"[76,57,90,44,33,17,28,25,128,24,84,88,113]",,,,57789m 36p 24r55s 26z,,,,,,,,,,,,,,
20260409110743_0500_010,20260409110743_0500,20260409110743,0500,2,mezzuj-2,30,8m,tedashi,1775701773,1971.819,,0,,"[76,57,90,44,33,17,28,25,128,24,84,88,113]",,,,57789m 36p 24r55s 26z,,,,,,,,,,,,,,
20260409110743_0500_011,20260409110743_0500,20260409110743,0500,3,QryanQ,123,4z,risekichu_hokan_tsumogiri,1775701775,1590.646,,0,,"[76,57,90,44,33,17,28,25,128,24,84,88,113]",,,,57789m 36p 24r55s 26z,,,,,,,,,,,,,,
20260409110743_0500_012,20260409110743_0500,20260409110743,0500,0,s6u,113,2z,tedashi,1775701778,3397.877,,1,3359.581,"[76,57,90,44,33,17,28,25,128,24,84,88,113,10]",,,,357789m 36p 24r55s 26z,,,,3,3,4,,0,6z,1277pt,2z,1270pt,3p,1241pt
20260409110743_0500_013,20260409110743_0500,20260409110743,0500,2,mezzuj-2,121,4z,tedashi,1775701781,1443.467,,0,,"[76,57,90,44,33,17,28,25,128,24,84,88,10]",,,,357789m 36p 24r55s 6z,,,,,,,,,,,,,,
20260409110743_0500_014,20260409110743_0500,20260409110743,0500,3,QryanQ,78,2s,tedashi,1775701790,8686.642,,0,,"[76,57,90,44,33,17,28,25,128,24,84,88,10]",,,,357789m 36p 24r55s 6z,,,,,,,,,,,,,,
