discard_id,kyoku_id,hanchan_id,room_class_label,player_rel_seat,player_name,discard_tile_136,discard_tile_37_text,tsumogiri_flag,discard_epoch_s,thinking_time_ms,thinking_time_before_reach_ms,lagged,lag_delay_ms,seat0_hand_tiles_136_json,seat1_hand_tiles_136_json,seat2_hand_tiles_136_json,seat3_hand_tiles_136_json,seat0_hand_tiles_37_text,seat1_hand_tiles_37_text,seat2_hand_tiles_37_text,seat3_hand_tiles_37_text,shanten_after_discard,shanten_normal_after_discard,shanten_chiitoitsu_after_discard,wait_tiles_after_discard_mspz,ryanmen_fixed_flag,pystyle_top1_tile_37_text,pystyle_top1_expected_value_text,pystyle_top2_tile_37_text,pystyle_top2_expected_value_text,pystyle_top3_tile_37_text,pystyle_top3_expected_value_text
20260412055023_0200_041,20260412055023_0200,20260412055023,特上卓,3,シゲルペペ,68,9p,risekichu_hokan_tsumogiri,1775941142,1477.521,,0,,"[57,53,65,88,81,7,55,101,14,61,96,106,10]","[62,17,80,67,134,77,135,87,51,19]","[92,32,79,25,4,46,100,78,6,54,102,26,84]","[89,60,47,91,63,50,59,52,56,66,68]",234m 55678p 3r5789s,55m 478p 234s 77z,22779m 35p 224688s,34r5667789p 55s,0,0,,258p,0,,,,,,
20260412055023_0200_042,20260412055023_0200,20260412055023,特上卓,0,s6u,39,1p,tsumogiri,1775941142,705.747,,0,,"[57,53,65,88,81,7,55,101,14,61,96,106,10,39]","[62,17,80,67,134,77,135,87,51,19]","[92,32,79,25,4,46,100,78,6,54,102,26,84]","[89,60,47,91,63,50,59,52,56,66]",234m 155678p 3r5789s,55m 478p 234s 77z,22779m 35p 224688s,34r566778p 55s,0,0,5,4s,0,,,,,,
20260412055023_0200_043,20260412055023_0200,20260412055023,特上卓,1,せんざんこうさん,20,6m,risekichu_hokan_tsumogiri,1775941146,3544.387,,0,,"[57,53,65,88,81,7,55,101,14,61,96,106,10]","[62,17,80,67,134,77,135,87,51,19,20]","[92,32,79,25,4,46,100,78,6,54,102,26,84]","[89,60,47,91,63,50,59,52,56,66]",234m 55678p 3r5789s,556m 478p 234s 77z,22779m 35p 224688s,34r566778p 55s,1,1,,,0,,,,,,
20260412055023_0200_044,20260412055023_0200,20260412055023,特上卓,2,欧陽,0,1m,risekichu_hokan_tsumogiri,1775941149,3276.642,,0,,"[57,53,65,88,81,7,55,101,14,61,96,106,10]","[62,17,80,67,134,77,135,87,51,19]","[92,32,79,25,4,46,100,78,6,54,102,26,84,0]","[89,60,47,91,63,50,59,52,56,66]",234m 55678p 3r5789s,55m 478p 234s 77z,122779m 35p 224688s,34r566778p 55s,2,3,2,,0,,,,,,
20260412055023_0200_045,20260412055023_0200,20260412055023,特上卓,3,シゲルペペ,91,5s,tedashi,1775941151,2180.605,,0,,"[57,53,65,88,81,7,55,101,14,61,96,106,10]","[62,17,80,67,134,77,135,87,51,19]","[92,32,79,25,4,46,100,78,6,54,102,26,84]","[89,60,47,91,63,50,59,52,56,66,58]",234m 55678p 3r5789s,55m 478p 234s 77z,22779m 35p 224688s,34r5666778p 55s,0,0,,,0,,,,,,
20260412055023_0200_046,20260412055023_0200,20260412055023,特上卓,0,s6u,18,5m,tsumogiri,1775941152,694.21,,3,2045.228,"[57,53,65,88,81,7,55,101,14,61,96,106,10,18]","[62,17,80,67,134,77,135,87,51,19]","[92,32,79,25,4,46,100,78,6,54,102,26,84]","[89,60,47,63,50,59,52,56,66,58]",2345m 55678p 3r5789s,55m 478p 234s 77z,22779m 35p 224688s,34r5666778p 5s,0,0,5,4s,0,,,,,,
20260412055023_0200_047,20260412055023_0200,20260412055023,特上卓,1,せんざんこうさん,51,4p,tedashi,1775941157,2600.797,,6,328.486,"[57,53,65,88,81,7,55,101,14,61,96,106,10]","[62,17,80,67,134,77,135,87,51,19,64]","[92,32,79,25,4,46,100,78,6,54,102,26,84]","[89,60,47,63,50,59,52,56,66,58]",234m 55678p 3r5789s,55m 4788p 234s 77z,22779m 35p 224688s,34r5666778p 5s,1,1,,,0,,,,,,
20260412055023_0200_048,20260412055023_0200,20260412055023,特上卓,2,欧陽,84,4s,tedashi,1775941164,6797.085,,0,,"[57,53,65,88,81,7,55,101,14,61,96,106,10]","[62,17,80,67,134,77,135,87,19,64]","[92,32,79,25,4,46,100,78,6,54,102,26,84,95]","[89,60,47,63,50,59,52,56,66,58]",234m 55678p 3r5789s,55m 788p 234s 77z,22779m 35p 2246688s,34r5666778p 5s,1,3,1,,0,,,,,,
20260412055023_0201_000,20260412055023_0201,20260412055023,特上卓,0,s6u,121,4z,tedashi,1775941181,,,0,,"[67,111,93,121,28,96,62,127,11,34,73,40,116,117]","[48,55,81,83,1,92,39,37,132,44,88,95,112]","[19,61,2,65,77,122,17,59,26,108,119,57,101]","[63,64,20,42,58,133,45,109,131,47,86,78,89]",389m 278p 167s 13345z,1m 11345p 33r566s 27z,1557m 6678p 28s 134z,6m 233678p 245s 167z,4,4,5,,0,,,,,,
20260412055023_0201_001,20260412055023_0201,20260412055023,特上卓,1,せんざんこうさん,1,1m,tedashi,1775941184,2813.117,,0,,"[67,111,93,28,96,62,127,11,34,73,40,116,117]","[48,55,81,83,1,92,39,37,132,44,88,95,112,21]","[19,61,2,65,77,122,17,59,26,108,119,57,101]","[63,64,20,42,58,133,45,109,131,47,86,78,89]",389m 278p 167s 1335z,16m 11345p 33r566s 27z,1557m 6678p 28s 134z,6m 233678p 245s 167z,3,3,3,,0,,,,,,
20260412055023_0201_002,20260412055023_0201,20260412055023,特上卓,2,欧陽,122,4z,tedashi,1775941185,1464.854,,0,,"[67,111,93,28,96,62,127,11,34,73,40,116,117]","[48,55,81,83,92,39,37,132,44,88,95,112,21]","[19,61,2,65,77,122,17,59,26,108,119,57,101,76]","[63,64,20,42,58,133,45,109,131,47,86,78,89]",389m 278p 167s 1335z,6m 11345p 33r566s 27z,1557m 6678p 228s 134z,6m 233678p 245s 167z,3,4,3,,0,,,,,,
20260412055023_0201_003,20260412055023_0201,20260412055023,特上卓,3,シゲルペペ,131,6z,tedashi,1775941187,1427.482,,0,,"[67,111,93,28,96,62,127,11,34,73,40,116,117]","[48,55,81,83,92,39,37,132,44,88,95,112,21]","[19,61,2,65,77,17,59,26,108,119,57,101,76]","[63,64,20,42,58,133,45,109,131,47,86,78,89,71]",389m 278p 167s 1335z,6m 11345p 33r566s 27z,1557m 6678p 228s 13z,6m 2336789p 245s 167z,4,4,5,,0,,,,,,
20260412055023_0201_004,20260412055023_0201,20260412055023,特上卓,0,s6u,73,1s,tedashi,1775941189,2613.517,,0,,"[67,111,93,28,96,62,127,11,34,73,40,116,117,53]","[48,55,81,83,92,39,37,132,44,88,95,112,21]","[19,61,2,65,77,17,59,26,108,119,57,101,76]","[63,64,20,42,58,133,45,109,47,86,78,89,71]",389m 2578p 167s 1335z,6m 11345p 33r566s 27z,1557m 6678p 228s 13z,6m 2336789p 245s 17z,4,4,5,,0,,,,,,
20260412055023_0201_005,20260412055023_0201,20260412055023,特上卓,1,せんざんこうさん,132,7z,tedashi,1775941192,2329.609,,0,,"[67,111,93,28,96,62,127,11,34,40,116,117,53]","[48,55,81,83,92,39,37,132,44,88,95,112,21,22]","[19,61,2,65,77,17,59,26,108,119,57,101,76]","[63,64,20,42,58,133,45,109,47,86,78,89,71]",389m 2578p 67s 1335z,66m 11345p 33r566s 27z,1557m 6678p 228s 13z,6m 2336789p 245s 17z,2,2,2,,0,,,,,,
20260412055023_0201_006,20260412055023_0201,20260412055023,特上卓,2,欧陽,2,1m,tedashi,1775941195,3324.479,,0,,"[67,111,93,28,96,62,127,11,34,40,116,117,53]","[48,55,81,83,92,39,37,44,88,95,112,21,22]","[19,61,2,65,77,17,59,26,108,119,57,101,76,30]","[63,64,20,42,58,133,45,109,47,86,78,89,71]",389m 2578p 67s 1335z,66m 11345p 33r566s 2z,15578m 6678p 228s 13z,6m 2336789p 245s 17z,3,3,3,,0,,,,,,
20260412055023_0201_007,20260412055023_0201,20260412055023,特上卓,3,シゲルペペ,109,1z,tedashi,1775941197,1557.103,,0,,"[67,111,93,28,96,62,127,11,34,40,116,117,53]","[48,55,81,83,92,39,37,44,88,95,112,21,22]","[19,61,65,77,17,59,26,108,119,57,101,76,30]","[63,64,20,42,58,133,45,109,47,86,78,89,71,18]",389m 2578p 67s 1335z,66m 11345p 33r566s 2z,5578m 6678p 228s 13z,56m 2336789p 245s 17z,3,3,5,,0,,,,,,
20260412055023_0201_008,20260412055023_0201,20260412055023,特上卓,0,s6u,127,5z,tedashi,1775941201,4141.255,,0,,"[67,111,93,28,96,62,127,11,34,40,116,117,53,8]","[48,55,81,83,92,39,37,44,88,95,112,21,22]","[19,61,65,77,17,59,26,108,119,57,101,76,30]","[63,64,20,42,58,133,45,47,86,78,89,71,18]",3389m 2578p 67s 1335z,66m 11345p 33r566s 2z,5578m 6678p 228s 13z,56m 2336789p 245s 7z,3,3,4,,0,,,,,,
20260412055023_0201_009,20260412055023_0201,20260412055023,特上卓,1,せんざんこうさん,118,3z,risekichu_hokan_tsumogiri,1775941203,2335.602,,3,2132.202,"[67,111,93,28,96,62,11,34,40,116,117,53,8]","[48,55,81,83,92,39,37,44,88,95,112,21,22,118]","[19,61,65,77,17,59,26,108,119,57,101,76,30]","[63,64,20,42,58,133,45,47,86,78,89,71,18]",3389m 2578p 67s 133z,66m 11345p 33r566s 23z,5578m 6678p 228s 13z,56m 2336789p 245s 7z,2,2,2,,0,,,,,,
20260412055023_0201_010,20260412055023_0201,20260412055023,特上卓,2,欧陽,119,3z,tedashi,1775941207,1685.855,,3,1004.439,"[67,111,93,28,96,62,11,34,40,116,117,53,8]","[48,55,81,83,92,39,37,44,88,95,112,21,22]","[19,61,65,77,17,59,26,108,119,57,101,76,30,10]","[63,64,20,42,58,133,45,47,86,78,89,71,18]",3389m 2578p 67s 133z,66m 11345p 33r566s 2z,35578m 6678p 228s 13z,56m 2336789p 245s 7z,3,3,3,,0,,,,,,
20260412055023_0201_011,20260412055023_0201,20260412055023,特上卓,3,シゲルペペ,128,6z,risekichu_hokan_tsumogiri,1775941210,1697.638,,0,,"[67,111,93,28,96,62,11,34,40,116,117,53,8]","[48,55,81,83,92,39,37,44,88,95,112,21,22]","[19,61,65,77,17,59,26,108,57,101,76,30,10]","[63,64,20,42,58,133,45,47,86,78,89,71,18,128]",3389m 2578p 67s 133z,66m 11345p 33r566s 2z,35578m 6678p 228s 1z,56m 2336789p 245s 67z,3,3,5,,0,,,,,,
20260412055023_0201_012,20260412055023_0201,20260412055023,特上卓,0,s6u,116,3z,tedashi,1775941211,1724.162,,0,,"[67,111,93,28,96,62,11,34,40,116,117,53,8,25]","[48,55,81,83,92,39,37,44,88,95,112,21,22]","[19,61,65,77,17,59,26,108,57,101,76,30,10]","[63,64,20,42,58,133,45,47,86,78,89,71,18]",33789m 2578p 67s 133z,66m 11345p 33r566s 2z,35578m 6678p 228s 1z,56m 2336789p 245s 7z,2,2,4,,0,,,,,,
20260412055023_0201_013,20260412055023_0201,20260412055023,特上卓,1,せんざんこうさん,112,2z,tedashi,1775941215,3182.585,,0,,"[67,111,93,28,96,62,11,34,40,117,53,8,25]","[48,55,81,83,92,39,37,44,88,95,112,21,22,103]","[19,61,65,77,17,59,26,108,57,101,76,30,10]","[63,64,20,42,58,133,45,47,86,78,89,71,18]",33789m 2578p 67s 13z,66m 11345p 33r5668s 2z,35578m 6678p 228s 1z,56m 2336789p 245s 7z,2,2,2,,0,,,,,,
20260412055023_0201_014,20260412055023_0201,20260412055023,特上卓,2,欧陽,108,1z,tedashi,1775941217,2616.452,,0,,"[67,111,93,28,96,62,11,34,40,117,53,8,25]","[48,55,81,83,92,39,37,44,88,95,21,22,103]","[19,61,65,77,17,59,26,108,57,101,76,30,10,75]","[63,64,20,42,58,133,45,47,86,78,89,71,18]",33789m 2578p 67s 13z,66m 11345p 33r5668s,35578m 6678p 1228s 1z,56m 2336789p 245s 7z,3,3,3,,0,,,,,,
20260412055023_0201_015,20260412055023_0201,20260412055023,特上卓,3,シゲルペペ,133,7z,tedashi,1775941219,1572.701,,0,,"[67,111,93,28,96,62,11,34,40,117,53,8,25]","[48,55,81,83,92,39,37,44,88,95,21,22,103]","[19,61,65,77,17,59,26,57,101,76,30,10,75]","[63,64,20,42,58,133,45,47,86,78,89,71,18,3]",33789m 2578p 67s 13z,66m 11345p 33r5668s,35578m 6678p 1228s,156m 2336789p 245s 7z,3,3,5,,0,,,,,,
20260412055023_0201_016,20260412055023_0201,20260412055023,特上卓,0,s6u,117,3z,tedashi,1775941221,1744.576,,0,,"[67,111,93,28,96,62,11,34,40,117,53,8,25,70]","[48,55,81,83,92,39,37,44,88,95,21,22,103]","[19,61,65,77,17,59,26,57,101,76,30,10,75]","[63,64,20,42,58,45,47,86,78,89,71,18,3]",33789m 25789p 67s 13z,66m 11345p 33r5668s,35578m 6678p 1228s,156m 2336789p 245s,2,2,5,,0,,,,,,
20260412055023_0201_017,20260412055023_0201,20260412055023,特上卓,1,せんざんこうさん,39,1p,tedashi,1775941223,2151.197,,0,,"[67,111,93,28,96,62,11,34,40,53,8,25,70]","[48,55,81,83,92,39,37,44,88,95,21,22,103,97]","[19,61,65,77,17,59,26,57,101,76,30,10,75]","[63,64,20,42,58,45,47,86,78,89,71,18,3]",33789m 25789p 67s 1z,66m 11345p 33r56678s,35578m 6678p 1228s,156m 2336789p 245s,1,1,2,,0,,,,,,
20260412055023_0201_018,20260412055023_0201,20260412055023,特上卓,2,欧陽,59,6p,tedashi,1775941228,4918.989,,3,1020.108,"[67,111,93,28,96,62,11,34,40,53,8,25,70]","[48,55,81,83,92,37,44,88,95,21,22,103,97]","[19,61,65,77,17,59,26,57,101,76,30,10,75,99]","[63,64,20,42,58,45,47,86,78,89,71,18,3]",33789m 25789p 67s 1z,66m 1345p 33r56678s,35578m 6678p 12278s,156m 2336789p 245s,2,2,3,,0,,,,,,
20260412055023_0201_019,20260412055023_0201,20260412055023,特上卓,3,シゲルペペ,3,1m,tedashi,1775941230,1508.222,,0,,"[67,111,93,28,96,62,11,34,40,53,8,25,70]","[48,55,81,83,92,37,44,88,95,21,22,103,97]","[19,61,65,77,17,26,57,101,76,30,10,75,99]","[63,64,20,42,58,45,47,86,78,89,71,18,3,52]",33789m 25789p 67s 1z,66m 1345p 33r56678s,35578m 678p 12278s,156m 233r56789p 245s,2,2,5,,0,,,,,,
20260412055023_0201_020,20260412055023_0201,20260412055023,特上卓,0,s6u,68,9p,tsumogiri,1775941232,1851.016,,0,,"[67,111,93,28,96,62,11,34,40,53,8,25,70,68]","[48,55,81,83,92,37,44,88,95,21,22,103,97]","[19,61,65,77,17,26,57,101,76,30,10,75,99]","[63,64,20,42,58,45,47,86,78,89,71,18,52]",33789m 257899p 67s 1z,66m 1345p 33r56678s,35578m 678p 12278s,56m 233r56789p 245s,2,2,4,,0,,,,,,
20260412055023_0201_021,20260412055023_0201,20260412055023,特上卓,1,せんざんこうさん,37,1p,tedashi,1775941235,2810.772,,0,,"[67,111,93,28,96,62,11,34,40,53,8,25,70]","[48,55,81,83,92,37,44,88,95,21,22,103,97,51]","[19,61,65,77,17,26,57,101,76,30,10,75,99]","[63,64,20,42,58,45,47,86,78,89,71,18,52]",33789m 25789p 67s 1z,66m 13445p 33r56678s,35578m 678p 12278s,56m 233r56789p 245s,1,1,2,,0,,,,,,
20260412055023_0201_022,20260412055023_0201,20260412055023,特上卓,2,欧陽,75,1s,tedashi,1775941242,7247.301,,0,,"[67,111,93,28,96,62,11,34,40,53,8,25,70]","[48,55,81,83,92,44,88,95,21,22,103,97,51]","[19,61,65,77,17,26,57,101,76,30,10,75,99,105]","[63,64,20,42,58,45,47,86,78,89,71,18,52]",33789m 25789p 67s 1z,66m 3445p 33r56678s,35578m 678p 122789s,56m 233r56789p 245s,1,1,4,,0,,,,,,
20260412055023_0201_023,20260412055023_0201,20260412055023,特上卓,3,シゲルペペ,78,2s,tedashi,1775941244,1981.177,,6,228.88,"[67,111,93,28,96,62,11,34,40,53,8,25,70]","[48,55,81,83,92,44,88,95,21,22,103,97,51]","[19,61,65,77,17,26,57,101,76,30,10,99,105]","[63,64,20,42,58,45,47,86,78,89,71,18,52,16]",33789m 25789p 67s 1z,66m 3445p 33r56678s,35578m 678p 22789s,r556m 233r56789p 245s,2,2,4,,0,,,,,,
20260412055023_0201_024,20260412055023_0201,20260412055023,特上卓,0,s6u,40,2p,tedashi,1775941247,2664.572,,3,6247.836,"[67,111,93,28,96,62,11,34,40,53,8,25,70,5]","[48,55,81,83,92,44,88,95,21,22,103,97,51]","[19,61,65,77,17,26,57,101,76,30,10,99,105]","[63,64,20,42,58,45,47,86,89,71,18,52,16]",233789m 25789p 67s 1z,66m 3445p 33r56678s,35578m 678p 22789s,r556m 233r56789p 45s,2,2,5,,0,,,,,,
20260412055023_0201_025,20260412055023_0201,20260412055023,特上卓,1,せんざんこうさん,51,4p,tedashi,1775941257,4137.142,,0,,"[67,111,93,28,96,62,11,34,53,8,25,70,5]","[48,55,81,83,92,44,88,95,21,22,103,97,51,23]","[19,61,65,77,17,26,57,101,76,30,10,99,105]","[63,64,20,42,58,45,47,86,89,71,18,52,16]",233789m 5789p 67s 1z,666m 3445p 33r56678s,35578m 678p 22789s,r556m 233r56789p 45s,0,0,2,47s,0,,,,,,
20260412055023_0201_026,20260412055023_0201,20260412055023,特上卓,2,欧陽,54,5p,risekichu_hokan_tsumogiri,1775941263,5291.576,,3,1942.481,"[67,111,93,28,96,62,11,34,53,8,25,70,5]","[48,55,81,83,92,44,88,95,21,22,103,97,23]","[19,61,65,77,17,26,57,101,76,30,10,99,105,54]","[63,64,20,42,58,45,47,86,89,71,18,52,16]",233789m 5789p 67s 1z,666m 345p 33r56678s,35578m 5678p 22789s,r556m 233r56789p 45s,1,1,4,,0,,,,,,
20260412055023_0201_027,20260412055023_0201,20260412055023,特上卓,3,シゲルペペ,107,9s,risekichu_hokan_tsumogiri,1775941266,1128.174,,0,,"[67,111,93,28,96,62,11,34,53,8,25,70,5]","[48,55,81,83,92,44,88,95,21,22,103,97,23]","[19,61,65,77,17,26,57,101,76,30,10,99,105]","[63,64,20,42,58,45,47,86,89,71,18,52,16,107]",233789m 5789p 67s 1z,666m 345p 33r56678s,35578m 678p 22789s,r556m 233r56789p 459s,2,2,4,,0,,,,,,
20260412055023_0201_028,20260412055023_0201,20260412055023,特上卓,0,s6u,111,1z,tedashi,1775941268,2175.805,,0,,"[67,111,93,28,96,62,11,34,53,8,25,70,5,87]","[48,55,81,83,92,44,88,95,21,22,103,97,23]","[19,61,65,77,17,26,57,101,76,30,10,99,105]","[63,64,20,42,58,45,47,86,89,71,18,52,16]",233789m 5789p 467s 1z,666m 345p 33r56678s,35578m 678p 22789s,r556m 233r56789p 45s,2,2,5,,0,,,,,,
20260412055023_0201_029,20260412055023_0201,20260412055023,特上卓,1,せんざんこうさん,27,7m,risekichu_hokan_tsumogiri,1775941271,2825.914,,0,,"[67,93,28,96,62,11,34,53,8,25,70,5,87]","[48,55,81,83,92,44,88,95,21,22,103,97,23,27]","[19,61,65,77,17,26,57,101,76,30,10,99,105]","[63,64,20,42,58,45,47,86,89,71,18,52,16]",233789m 5789p 467s,6667m 345p 33r56678s,35578m 678p 22789s,r556m 233r56789p 45s,0,0,3,47s,0,,,,,,
20260412055023_0201_030,20260412055023_0201,20260412055023,特上卓,2,欧陽,19,5m,tedashi,1775941273,737.064,1891.132,2,3363.853,"[67,93,28,96,62,11,34,53,8,25,70,5,87]","[48,55,81,83,92,44,88,95,21,22,103,97,23]","[19,61,65,77,17,26,57,101,76,30,10,99,105,14]","[63,64,20,42,58,45,47,86,89,71,18,52,16]",233789m 5789p 467s,666m 345p 33r56678s,345578m 678p 22789s,r556m 233r56789p 45s,0,0,4,69m,0,,,,,,
20260412055023_0201_031,20260412055023_0201,20260412055023,特上卓,3,シゲルペペ,20,6m,tedashi,1775941279,1876.434,,0,,"[67,93,28,96,62,11,34,53,8,25,70,5,87]","[48,55,81,83,92,44,88,95,21,22,103,97,23]","[61,65,77,17,26,57,101,76,30,10,99,105,14]","[63,64,20,42,58,45,47,86,89,71,52]",233789m 5789p 467s,666m 345p 33r56678s,34578m 678p 22789s,6m 233r56789p 45s,1,1,,,0,,,,,,
20260412055023_0300_000,20260412055023_0300,20260412055023,特上卓,1,せんざんこうさん,117,3z,tedashi,1775941294,,,0,,"[1,73,127,125,87,69,27,106,50,85,13,116,115]","[98,38,15,43,42,89,53,117,101,29,92,5,44,9]","[82,25,105,64,76,109,122,59,24,71,99,52,22]","[32,97,91,104,60,21,80,49,2,12,34,37,63]",147m 49p 1449s 2355z,2348m 12235p 5678s 3z,677m r5689p 2379s 14z,14699m 1477p 3579s,2,2,5,,0,,,,,,
20260412055023_0300_001,20260412055023_0300,20260412055023,特上卓,2,欧陽,122,4z,tedashi,1775941297,3609.42,,0,,"[1,73,127,125,87,69,27,106,50,85,13,116,115]","[98,38,15,43,42,89,53,101,29,92,5,44,9]","[82,25,105,64,76,109,122,59,24,71,99,52,22,119]","[32,97,91,104,60,21,80,49,2,12,34,37,63]",147m 49p 1449s 2355z,2348m 12235p 5678s,677m r5689p 2379s 134z,14699m 1477p 3579s,3,3,5,,0,,,,,,
20260412055023_0300_002,20260412055023_0300,20260412055023,特上卓,3,シゲルペペ,37,1p,tedashi,1775941299,1839.911,,0,,"[1,73,127,125,87,69,27,106,50,85,13,116,115]","[98,38,15,43,42,89,53,101,29,92,5,44,9]","[82,25,105,64,76,109,59,24,71,99,52,22,119]","[32,97,91,104,60,21,80,49,2,12,34,37,63,16]",147m 49p 1449s 2355z,2348m 12235p 5678s,677m r5689p 2379s 13z,14r5699m 1477p 3579s,2,2,4,,0,,,,,,
20260412055023_0300_003,20260412055023_0300,20260412055023,特上卓,0,s6u,116,3z,tedashi,1775941300,1226.151,,0,,"[1,73,127,125,87,69,27,106,50,85,13,116,115,48]","[98,38,15,43,42,89,53,101,29,92,5,44,9]","[82,25,105,64,76,109,59,24,71,99,52,22,119]","[32,97,91,104,60,21,80,49,2,12,34,63,16]",147m 449p 1449s 2355z,2348m 12235p 5678s,677m r5689p 2379s 13z,14r5699m 477p 3579s,3,5,3,,0,,,,,,
20260412055023_0300_004,20260412055023_0300,20260412055023,特上卓,1,せんざんこうさん,29,8m,tedashi,1775941303,2970.506,,6,194.375,"[1,73,127,125,87,69,27,106,50,85,13,115,48]","[98,38,15,43,42,89,53,101,29,92,5,44,9,95]","[82,25,105,64,76,109,59,24,71,99,52,22,119]","[32,97,91,104,60,21,80,49,2,12,34,63,16]",147m 449p 1449s 255z,2348m 12235p 56678s,677m r5689p 2379s 13z,14r5699m 477p 3579s,1,1,4,,0,,,,,,
20260412055023_0300_005,20260412055023_0300,20260412055023,特上卓,2,欧陽,119,3z,tedashi,1775941307,3502.903,,0,,"[1,73,127,125,87,69,27,106,50,85,13,115,48]","[98,38,15,43,42,89,53,101,92,5,44,9,95]","[82,25,105,64,76,109,59,24,71,99,52,22,119,96]","[32,97,91,104,60,21,80,49,2,12,34,63,16]",147m 449p 1449s 255z,234m 12235p 56678s,677m r5689p 23779s 13z,14r5699m 477p 3579s,3,3,4,,0,,,,,,
20260412055023_0300_006,20260412055023_0300,20260412055023,特上卓,3,シゲルペペ,32,9m,tedashi,1775941311,3569.378,,0,,"[1,73,127,125,87,69,27,106,50,85,13,115,48]","[98,38,15,43,42,89,53,101,92,5,44,9,95]","[82,25,105,64,76,109,59,24,71,99,52,22,96]","[32,97,91,104,60,21,80,49,2,12,34,63,16,6]",147m 449p 1449s 255z,234m 12235p 56678s,677m r5689p 23779s 1z,124r5699m 477p 3579s,2,2,4,,0,,,,,,
20260412055023_0300_007,20260412055023_0300,20260412055023,特上卓,0,s6u,1,1m,tedashi,1775941312,1312.131,,6,326.328,"[1,73,127,125,87,69,27,106,50,85,13,115,48,66]","[98,38,15,43,42,89,53,101,92,5,44,9,95]","[82,25,105,64,76,109,59,24,71,99,52,22,96]","[97,91,104,60,21,80,49,2,12,34,63,16,6]",147m 4489p 1449s 255z,234m 12235p 56678s,677m r5689p 23779s 1z,124r569m 477p 3579s,3,4,3,,0,,,,,,
20260412055023_0300_008,20260412055023_0300,20260412055023,特上卓,1,せんざんこうさん,42,2p,tedashi,1775941318,6048.227,,0,,"[73,127,125,87,69,27,106,50,85,13,115,48,66]","[98,38,15,43,42,89,53,101,92,5,44,9,95,93]","[82,25,105,64,76,109,59,24,71,99,52,22,96]","[97,91,104,60,21,80,49,2,12,34,63,16,6]",47m 4489p 1449s 255z,234m 12235p 566678s,677m r5689p 23779s 1z,124r569m 477p 3579s,1,1,4,,0,,,,,,
20260412055023_0300_009,20260412055023_0300,20260412055023,特上卓,2,欧陽,109,1z,tedashi,1775941326,7374.966,,0,,"[73,127,125,87,69,27,106,50,85,13,115,48,66]","[98,38,15,43,89,53,101,92,5,44,9,95,93]","[82,25,105,64,76,109,59,24,71,99,52,22,96,40]","[97,91,104,60,21,80,49,2,12,34,63,16,6]",47m 4489p 1449s 255z,234m 1235p 566678s,677m 2r5689p 23779s 1z,124r569m 477p 3579s,3,3,4,,0,,,,,,
20260412055023_0300_010,20260412055023_0300,20260412055023,特上卓,3,シゲルペペ,118,3z,risekichu_hokan_tsumogiri,1775941328,2163.921,,0,,"[73,127,125,87,69,27,106,50,85,13,115,48,66]","[98,38,15,43,89,53,101,92,5,44,9,95,93]","[82,25,105,64,76,59,24,71,99,52,22,96,40]","[97,91,104,60,21,80,49,2,12,34,63,16,6,118]",47m 4489p 1449s 255z,234m 1235p 566678s,677m 2r5689p 23779s,124r569m 477p 3579s 3z,2,2,5,,0,,,,,,
20260412055023_0300_011,20260412055023_0300,20260412055023,特上卓,0,s6u,106,9s,tedashi,1775941330,1732.132,,6,386.105,"[73,127,125,87,69,27,106,50,85,13,115,48,66,78]","[98,38,15,43,89,53,101,92,5,44,9,95,93]","[82,25,105,64,76,59,24,71,99,52,22,96,40]","[97,91,104,60,21,80,49,2,12,34,63,16,6]",47m 4489p 12449s 255z,234m 1235p 566678s,677m 2r5689p 23779s,124r569m 477p 3579s,3,3,3,,0,,,,,,
20260412055023_0300_012,20260412055023_0300,20260412055023,特上卓,1,せんざんこうさん,53,5p,tedashi,1775941342,12102.213,,0,,"[73,127,125,87,69,27,50,85,13,115,48,66,78]","[98,38,15,43,89,53,101,92,5,44,9,95,93,102]","[82,25,105,64,76,59,24,71,99,52,22,96,40]","[97,91,104,60,21,80,49,2,12,34,63,16,6]",47m 4489p 1244s 255z,234m 1235p 5666788s,677m 2r5689p 23779s,124r569m 477p 3579s,0,0,4,68s,0,,,,,,
20260412055023_0300_013,20260412055023_0300,20260412055023,特上卓,2,欧陽,25,7m,tedashi,1775941346,3575.795,,3,2154.84,"[73,127,125,87,69,27,50,85,13,115,48,66,78]","[98,38,15,43,89,101,92,5,44,9,95,93,102]","[82,25,105,64,76,59,24,71,99,52,22,96,40,36]","[97,91,104,60,21,80,49,2,12,34,63,16,6]",47m 4489p 1244s 255z,234m 123p 5666788s,677m 12r5689p 23779s,124r569m 477p 3579s,3,3,4,,1,,,,,,
20260412055023_0300_014,20260412055023_0300,20260412055023,特上卓,3,シゲルペペ,34,9m,tedashi,1775941349,1134.946,,0,,"[73,127,125,87,69,27,50,85,13,115,48,66,78]","[98,38,15,43,89,101,92,5,44,9,95,93,102]","[82,105,64,76,59,24,71,99,52,22,96,40,36]","[97,91,104,60,21,80,49,2,12,34,63,16,6,135]",47m 4489p 1244s 255z,234m 123p 5666788s,67m 12r5689p 23779s,124r569m 477p 3579s 7z,2,2,5,,0,,,,,,
