discard_id,kyoku_id,hanchan_id,kyoku_info,player_rel_seat,player_name,discard_tile_136,discard_tile_37_text,tsumogiri_flag,discard_epoch_s,thinking_time_ms,thinking_time_before_reach_ms,lagged,lag_delay_ms,seat0_hand_tiles_136_json,seat1_hand_tiles_136_json,seat2_hand_tiles_136_json,seat3_hand_tiles_136_json,seat0_hand_tiles_37_text,seat1_hand_tiles_37_text,seat2_hand_tiles_37_text,seat3_hand_tiles_37_text,shanten_after_discard,shanten_normal_after_discard,shanten_chiitoitsu_after_discard,wait_tiles_after_discard_mspz,ryanmen_fixed_flag
20260403163215_0000_528,20260403163215_0000,20260403163215,0000,2,k-mori,61,7p,confirmed_tedashi,1775201620,,,1,161.988,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_529,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201620,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_530,20260403163215_0000,20260403163215,0000,0,パシフィック,573,,estimated_tsumogiri,1775201620,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_531,20260403163215_0000,20260403163215,0000,2,k-mori,3,1m,confirmed_tedashi,1775201620,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_532,20260403163215_0000,20260403163215,0000,0,パシフィック,42,2p,confirmed_tedashi,1775201620,,,1,88.371,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_533,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201620,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95,87]",,,,444r5m 48p 445688s 1z,,,,,,,,
20260403163215_0000_534,20260403163215_0000,20260403163215,0000,0,パシフィック,573,,estimated_tsumogiri,1775201620,77.319,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95,87]",,,,444r5m 48p 445688s 1z,,,,,,,,
20260403163215_0000_535,20260403163215_0000,20260403163215,0000,2,k-mori,3,1m,confirmed_tedashi,1775201620,,,1,153.476,"[16,14,108,15,86,13,90,66,103,102,51,95,87]",,,,444r5m 48p 445688s 1z,,,,,,,,
20260403163215_0000_536,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201620,,,1,162.622,"[16,14,108,15,86,13,90,66,103,102,51,95,87]",,,,444r5m 48p 445688s 1z,,,,,,,,
20260403163215_0000_537,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201620,,,1,185.555,"[16,14,108,15,86,13,90,66,103,102,51,95,87]",,,,444r5m 48p 445688s 1z,,,,,,,,
20260403163215_0000_538,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201621,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95,87]",,,,444r5m 48p 445688s 1z,,,,,,,,
20260403163215_0000_539,20260403163215_0000,20260403163215,0000,0,パシフィック,478,,estimated_tsumogiri,1775201621,,,1,164.693,"[16,14,108,15,86,13,90,66,103,102,51,95,87]",,,,444r5m 48p 445688s 1z,,,,,,,,
20260403163215_0000_540,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201621,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95,87]",,,,444r5m 48p 445688s 1z,,,,,,,,
20260403163215_0000_541,20260403163215_0000,20260403163215,0000,0,パシフィック,478,,estimated_tsumogiri,1775201621,,,1,152.049,"[16,14,108,15,86,13,90,66,103,102,51,95,87]",,,,444r5m 48p 445688s 1z,,,,,,,,
20260403163215_0000_542,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201621,,,1,224.605,"[16,14,108,15,86,13,90,66,103,102,51,95,87]",,,,444r5m 48p 445688s 1z,,,,,,,,
20260403163215_0000_543,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201621,,,1,131.239,"[16,14,108,15,86,13,90,66,103,102,51,95,87]",,,,444r5m 48p 445688s 1z,,,,,,,,
20260403163215_0000_544,20260403163215_0000,20260403163215,0000,0,パシフィック,87,4s,confirmed_tedashi,1775201621,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_545,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201621,,,1,244.936,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_546,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201622,,,1,172.811,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_547,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201622,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_548,20260403163215_0000,20260403163215,0000,1,エル・シコデリコ,7,2m,confirmed_tedashi,1775201622,477.679,,1,294.905,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_549,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201622,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_550,20260403163215_0000,20260403163215,0000,0,パシフィック,78,2s,confirmed_tedashi,1775201622,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_551,20260403163215_0000,20260403163215,0000,1,エル・シコデリコ,3,1m,confirmed_tedashi,1775201622,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_552,20260403163215_0000,20260403163215,0000,1,エル・シコデリコ,7,2m,confirmed_tedashi,1775201622,,,1,139.002,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_553,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201622,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_554,20260403163215_0000,20260403163215,0000,2,k-mori,60,7p,confirmed_tedashi,1775201622,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_555,20260403163215_0000,20260403163215,0000,0,パシフィック,78,2s,confirmed_tedashi,1775201622,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_556,20260403163215_0000,20260403163215,0000,1,エル・シコデリコ,3,1m,confirmed_tedashi,1775201622,,,1,225.633,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_557,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201622,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_558,20260403163215_0000,20260403163215,0000,2,k-mori,60,7p,confirmed_tedashi,1775201622,,,1,216.102,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_559,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201623,,,1,225.171,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_560,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201623,,,1,217.316,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_561,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201623,,,1,230.95,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_562,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201623,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_563,20260403163215_0000,20260403163215,0000,0,パシフィック,165,,estimated_tsumogiri,1775201623,,,1,180.423,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_564,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201623,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_565,20260403163215_0000,20260403163215,0000,0,パシフィック,96,7s,confirmed_tedashi,1775201623,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_566,20260403163215_0000,20260403163215,0000,1,エル・シコデリコ,1,1m,confirmed_tedashi,1775201623,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_567,20260403163215_0000,20260403163215,0000,0,パシフィック,165,,estimated_tsumogiri,1775201623,,,1,239.782,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_568,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201624,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_569,20260403163215_0000,20260403163215,0000,0,パシフィック,96,7s,confirmed_tedashi,1775201624,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_570,20260403163215_0000,20260403163215,0000,1,エル・シコデリコ,1,1m,confirmed_tedashi,1775201624,,,1,191.957,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_571,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201624,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_572,20260403163215_0000,20260403163215,0000,2,k-mori,654,,estimated_tsumogiri,1775201624,,,1,256.432,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_573,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201624,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_574,20260403163215_0000,20260403163215,0000,2,k-mori,654,,estimated_tsumogiri,1775201624,,,1,188.784,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_575,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201624,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_576,20260403163215_0000,20260403163215,0000,1,エル・シコデリコ,60,7p,confirmed_tedashi,1775201624,,,1,256.98,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_577,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201625,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_578,20260403163215_0000,20260403163215,0000,1,エル・シコデリコ,60,7p,confirmed_tedashi,1775201625,,,1,177.381,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_579,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201625,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_580,20260403163215_0000,20260403163215,0000,1,エル・シコデリコ,83,3s,confirmed_tedashi,1775201625,130.109,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_581,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201625,140.591,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_582,20260403163215_0000,20260403163215,0000,2,k-mori,31,8m,confirmed_tedashi,1775201625,,,1,180.696,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_583,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201625,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_584,20260403163215_0000,20260403163215,0000,0,パシフィック,868,,estimated_tsumogiri,1775201625,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_585,20260403163215_0000,20260403163215,0000,2,k-mori,31,8m,confirmed_tedashi,1775201625,,,1,251.851,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_586,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201625,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_587,20260403163215_0000,20260403163215,0000,0,パシフィック,67,8p,confirmed_tedashi,1775201625,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_588,20260403163215_0000,20260403163215,0000,0,パシフィック,868,,estimated_tsumogiri,1775201625,,,1,202.093,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_589,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201626,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_590,20260403163215_0000,20260403163215,0000,0,パシフィック,67,8p,confirmed_tedashi,1775201626,,,1,257.062,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_591,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201626,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_592,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201626,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_593,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201626,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_594,20260403163215_0000,20260403163215,0000,2,k-mori,54,5p,confirmed_tedashi,1775201626,,,1,207.161,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_595,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201627,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_596,20260403163215_0000,20260403163215,0000,2,k-mori,54,5p,confirmed_tedashi,1775201627,,,1,195.16,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_597,20260403163215_0000,20260403163215,0000,2,k-mori,69,9p,confirmed_tedashi,1775201627,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_598,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201627,,,1,162.433,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_599,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201627,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_600,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201627,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_601,20260403163215_0000,20260403163215,0000,2,k-mori,7927797,,estimated_tsumogiri,1775201627,,,1,208.95,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_602,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201628,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_603,20260403163215_0000,20260403163215,0000,2,k-mori,4,2m,confirmed_tedashi,1775201628,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_604,20260403163215_0000,20260403163215,0000,0,パシフィック,79,2s,confirmed_tedashi,1775201628,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_605,20260403163215_0000,20260403163215,0000,2,k-mori,7927797,,estimated_tsumogiri,1775201628,,,1,242.121,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_606,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201628,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_607,20260403163215_0000,20260403163215,0000,2,k-mori,4,2m,confirmed_tedashi,1775201628,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_608,20260403163215_0000,20260403163215,0000,0,パシフィック,79,2s,confirmed_tedashi,1775201628,,,1,185.168,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_609,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201628,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_610,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201628,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_611,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201631,,,1,156.848,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_612,20260403163215_0000,20260403163215,0000,3,913149,38,1p,confirmed_tedashi,1775201631,3991.264,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_613,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201631,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95,92]",,,,444r5m 48p 456688s 1z,,,,,,,,
20260403163215_0000_614,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201631,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95,92]",,,,444r5m 48p 456688s 1z,,,,,,,,
20260403163215_0000_615,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201631,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95,92]",,,,444r5m 48p 456688s 1z,,,,,,,,
20260403163215_0000_616,20260403163215_0000,20260403163215,0000,0,パシフィック,92,6s,confirmed_tsumogiri,1775201631,684.585,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_617,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201632,,,1,226.706,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_618,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201632,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_619,20260403163215_0000,20260403163215,0000,2,k-mori,22388,,confirmed_tedashi,1775201632,,,1,230.125,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_620,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201632,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_621,20260403163215_0000,20260403163215,0000,0,パシフィック,6,2m,estimated_tsumogiri,1775201632,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_622,20260403163215_0000,20260403163215,0000,0,パシフィック,6,2m,estimated_tsumogiri,1775201632,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_623,20260403163215_0000,20260403163215,0000,0,パシフィック,6,2m,estimated_tsumogiri,1775201632,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_624,20260403163215_0000,20260403163215,0000,2,k-mori,22388,,confirmed_tedashi,1775201632,0.0,,1,225.266,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_625,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201632,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_626,20260403163215_0000,20260403163215,0000,1,エル・シコデリコ,2,1m,confirmed_tedashi,1775201632,813.922,,1,192.657,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_627,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201632,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_628,20260403163215_0000,20260403163215,0000,1,エル・シコデリコ,2,1m,confirmed_tedashi,1775201632,,,1,240.759,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_629,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201633,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_630,20260403163215_0000,20260403163215,0000,0,パシフィック,36,1p,confirmed_tedashi,1775201633,,,1,186.795,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_631,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201633,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_632,20260403163215_0000,20260403163215,0000,0,パシフィック,36,1p,confirmed_tedashi,1775201633,,,1,329.299,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_633,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201633,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_634,20260403163215_0000,20260403163215,0000,1,エル・シコデリコ,8,3m,confirmed_tedashi,1775201633,329.299,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_635,20260403163215_0000,20260403163215,0000,1,エル・シコデリコ,88,r5s,confirmed_tedashi,1775201633,,,1,276.334,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_636,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201634,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_637,20260403163215_0000,20260403163215,0000,1,エル・シコデリコ,8,3m,confirmed_tedashi,1775201634,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_638,20260403163215_0000,20260403163215,0000,1,エル・シコデリコ,88,r5s,confirmed_tedashi,1775201634,,,1,246.634,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_639,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201634,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_640,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201634,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_641,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201634,,,1,194.651,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_642,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201634,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_643,20260403163215_0000,20260403163215,0000,0,パシフィック,6,2m,estimated_tsumogiri,1775201634,,,0,,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_644,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201634,160.191,,1,166.623,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
20260403163215_0000_645,20260403163215_0000,20260403163215,0000,2,k-mori,674,,estimated_tsumogiri,1775201635,,,1,158.934,"[16,14,108,15,86,13,90,66,103,102,51,95]",,,,444r5m 48p 45688s 1z,,,,,,,,
